Cycle_Desc,Post_Date,Eff_Gas_Day,Cap_Type_Desc,Post_Time,Eff_Time,Loc,Loc_Name,Loc_Zn,Flow_Ind_Desc,Loc_Purp_Desc,Loc_QTI_Desc,Meas_Basis_Desc,IT,All_Qty_Avail,Total_Design_Capacity,Operating_Capacity,Total_Scheduled_Quantity,Operationally_Available_Capacity,TSP_Name,TSP
INTRDY_2022-12-07_0900,12-07-2022,12-06-2022,Operational Capacity,09:00,09:00,N1001,NEXUS/DTE MR04,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,Y,Y,"1,526,550","1,526,550","418,234","1,108,316",NEXUS US,080151107
INTRDY_2022-12-07_0900,12-07-2022,12-06-2022,Operational Capacity,09:00,09:00,N1002,NEXUS/DEO MR05,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"305,310","305,310","8,708","296,602",NEXUS US,080151107
INTRDY_2022-12-07_0900,12-07-2022,12-06-2022,Operational Capacity,09:00,09:00,N1003,NEXUS/CPG MR06,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"162,800","162,800","97,338","65,462",NEXUS US,080151107
INTRDY_2022-12-07_0900,12-07-2022,12-06-2022,Operational Capacity,09:00,09:00,N1004,Nexus/Aspire Energy - Wakeman,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"4,885","4,885",0,"4,885",NEXUS US,080151107
INTRDY_2022-12-07_0900,12-07-2022,12-06-2022,Operational Capacity,09:00,09:00,N1005,Nexus/Aspire Energy- Chippewa Medina,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"4,885","4,885","2,500","2,385",NEXUS US,080151107
INTRDY_2022-12-07_0900,12-07-2022,12-06-2022,Operational Capacity,09:00,09:00,N1006,Nexus/Aspire Energy - Litchfield,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"4,885","4,885",0,"4,885",NEXUS US,080151107
INTRDY_2022-12-07_0900,12-07-2022,12-06-2022,Operational Capacity,09:00,09:00,N1007,"Nexus/TC Energy Quarry Road Lorain Co, OH",,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"218,807","218,807","8,000","210,807",NEXUS US,080151107
INTRDY_2022-12-07_0900,12-07-2022,12-06-2022,Operational Capacity,09:00,09:00,N2001,NEXUS/TGP MRO1,,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,Y,Y,"1,026,867","1,026,867","125,161","901,706",NEXUS US,080151107
INTRDY_2022-12-07_0900,12-07-2022,12-06-2022,Operational Capacity,09:00,09:00,N2002,NEXUS/KENSINGTON MR02,,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,"1,017,700","1,017,700","266,177","751,523",NEXUS US,080151107
INTRDY_2022-12-07_0900,12-07-2022,12-06-2022,Operational Capacity,09:00,09:00,N2003,NEXUS/TEXAS EASTERN,,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,"1,017,708","1,017,708","879,547","138,161",NEXUS US,080151107
INTRDY_2022-12-07_0900,12-07-2022,12-06-2022,Operational Capacity,09:00,09:00,N4002,(DTE) GREAT LAKES - BELLE RIVER RECEIPT,,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,0,"390,000",0,"390,000",NEXUS US,080151107
INTRDY_2022-12-07_0900,12-07-2022,12-06-2022,Operational Capacity,09:00,09:00,N4023,(DTE) CONSUMERS NORTHVILLE -  DELIVERY,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,0,"630,000",0,"630,000",NEXUS US,080151107
INTRDY_2022-12-07_0900,12-07-2022,12-06-2022,Operational Capacity,09:00,09:00,N4028,(DTE) PEPL - MCON  RECEIPT,,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,0,"480,000",0,"480,000",NEXUS US,080151107
INTRDY_2022-12-07_0900,12-07-2022,12-06-2022,Operational Capacity,09:00,09:00,N4035,(DTE) UNION ST. CLAIR -  DELIVERY,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"150,000","476,306","133,651","342,655",NEXUS US,080151107
INTRDY_2022-12-07_0900,12-07-2022,12-06-2022,Operational Capacity,09:00,09:00,N4038,(DTE) ANR-WILLOW RUN -  RECEIPT,,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,0,"1,151,829",0,"1,151,829",NEXUS US,080151107
INTRDY_2022-12-07_0900,12-07-2022,12-06-2022,Operational Capacity,09:00,09:00,N4136,(DTE) VECTOR - BELLE RIVER -  RECEIPT,,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,0,"150,000",0,"150,000",NEXUS US,080151107
INTRDY_2022-12-07_0900,12-07-2022,12-06-2022,Operational Capacity,09:00,09:00,N4137,(DTE) VECTOR MILFORD JUNCTION RECEIPT,,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,0,"476,306",0,"476,306",NEXUS US,080151107
INTRDY_2022-12-07_0900,12-07-2022,12-06-2022,Operational Capacity,09:00,09:00,N4140,(DTE) DTE GAS STORAGE - W10 -  DELIVERY,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,0,"476,306",0,"476,306",NEXUS US,080151107
INTRDY_2022-12-07_0900,12-07-2022,12-06-2022,Operational Capacity,09:00,09:00,N4196,(DTE) WILLOW - MCGC TRADING POINT,,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,0,"476,306",0,"476,306",NEXUS US,080151107
INTRDY_2022-12-07_0900,12-07-2022,12-06-2022,Operational Capacity,09:00,09:00,N4201,"ACCESS MIDSTREAM CLARKS MILL ROAD-JEFFERSON CO., OH",,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,"100,000","100,000","75,000","25,000",NEXUS US,080151107
INTRDY_2022-12-07_0900,12-07-2022,12-06-2022,Operational Capacity,09:00,09:00,N4206,(DTE) BLUEWATER -  RECEIPT,,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,0,"476,306",0,"476,306",NEXUS US,080151107
INTRDY_2022-12-07_0900,12-07-2022,12-06-2022,Operational Capacity,09:00,09:00,N4219,(DTE) NEXUS - YPSILANTI  RECEIPT,,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,"1,151,829","1,151,829","22,689","1,129,140",NEXUS US,080151107
INTRDY_2022-12-07_0900,12-07-2022,12-06-2022,Operational Capacity,09:00,09:00,N4221,(DTE) NEXUS - YPSILANTI POOL RECEIPT,,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,0,"1,151,829",0,"1,151,829",NEXUS US,080151107
INTRDY_2022-12-07_0900,12-07-2022,12-06-2022,Operational Capacity,09:00,09:00,N4232,(DTE) PEPL - SCOFIELD -  DELIVERY,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,0,"590,000",0,"590,000",NEXUS US,080151107
INTRDY_2022-12-07_0900,12-07-2022,12-06-2022,Operational Capacity,09:00,09:00,N4237,(DTE) VECTOR MILFORD JUNCTION DELIVERY,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"675,523","1,151,829","330,265","821,564",NEXUS US,080151107
INTRDY_2022-12-07_0900,12-07-2022,12-06-2022,Operational Capacity,09:00,09:00,N4301,(DTE) GREAT LAKES - BELLE RIVER POOL RECEIPT,,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,0,"390,000",0,"390,000",NEXUS US,080151107
INTRDY_2022-12-07_0900,12-07-2022,12-06-2022,Operational Capacity,09:00,09:00,N4303,(DTE) PEPL - MCON POOL RECEIPT,,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,0,"480,000",0,"480,000",NEXUS US,080151107
INTRDY_2022-12-07_0900,12-07-2022,12-06-2022,Operational Capacity,09:00,09:00,N4307,(DTE) ANR - WILLOW RUN - POOL RECEIPT,,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,0,"1,151,829",0,"1,151,829",NEXUS US,080151107
