Cycle_Desc,Post_Date,Eff_Gas_Day,Cap_Type_Desc,Post_Time,Eff_Time,Loc,Loc_Name,Loc_Zn,Flow_Ind_Desc,Loc_Purp_Desc,Loc_QTI_Desc,Meas_Basis_Desc,IT,All_Qty_Avail,Total_Design_Capacity,Operating_Capacity,Total_Scheduled_Quantity,Operationally_Available_Capacity,TSP_Name,TSP
INTRDY_2025-11-10_1501,11-10-2025,11-10-2025,Operational Capacity,15:01,09:00,40331,OxyChem (Oxy) (TPGS1085D),,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"4,071","4,071",66,"4,005",TRES PALACIOS,791204600
INTRDY_2025-11-10_1501,11-10-2025,11-10-2025,Operational Capacity,15:01,09:00,40332,Permian Hwy Pipeline (TPGS1130R),,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,Y,Y,"500,000","500,000","86,061","413,939",TRES PALACIOS,791204600
INTRDY_2025-11-10_1501,11-10-2025,11-10-2025,Operational Capacity,15:01,09:00,40333,KM Houston Central Pipeline (Copano) (TPGS1010R),,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,"305,312","305,312",0,"305,312",TRES PALACIOS,791204600
INTRDY_2025-11-10_1501,11-10-2025,11-10-2025,Operational Capacity,15:01,09:00,40334,TPGS Blackfin Delivery Interconect,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"508,854","508,854",0,"508,854",TRES PALACIOS,791204600
INTRDY_2025-11-10_1501,11-10-2025,11-10-2025,Operational Capacity,15:01,09:00,45301,TEXAS EASTERN (TPGS1120B),,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,Y,Y,"305,312","305,312","181,204","124,108",TRES PALACIOS,791204600
INTRDY_2025-11-10_1501,11-10-2025,11-10-2025,Operational Capacity,15:01,09:00,45301,TEXAS EASTERN (TPGS1120B),,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,"305,312","305,312",0,"305,312",TRES PALACIOS,791204600
INTRDY_2025-11-10_1501,11-10-2025,11-10-2025,Operational Capacity,15:01,09:00,45303,CHANNEL ENTERPRISE/HPL (TPGS1100B),,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,Y,Y,"536,688","536,688","14,050","522,638",TRES PALACIOS,791204600
INTRDY_2025-11-10_1501,11-10-2025,11-10-2025,Operational Capacity,15:01,09:00,45303,CHANNEL ENTERPRISE/HPL (TPGS1100B),,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,"407,083","407,083",0,"407,083",TRES PALACIOS,791204600
INTRDY_2025-11-10_1501,11-10-2025,11-10-2025,Operational Capacity,15:01,09:00,45307,FLORIDA GAS TRANSMISSION (TPGS1080B),,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,Y,Y,"200,000","200,000","95,239","104,761",TRES PALACIOS,791204600
INTRDY_2025-11-10_1501,11-10-2025,11-10-2025,Operational Capacity,15:01,09:00,45307,FLORIDA GAS TRANSMISSION (TPGS1080B),,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,"200,000","200,000",0,"200,000",TRES PALACIOS,791204600
INTRDY_2025-11-10_1501,11-10-2025,11-10-2025,Operational Capacity,15:01,09:00,45309,KM TEJAS (TPGS1070B),,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,"287,472","309,861",0,"309,861",TRES PALACIOS,791204600
INTRDY_2025-11-10_1501,11-10-2025,11-10-2025,Operational Capacity,15:01,09:00,45309,KM TEJAS (TPGS1070B),,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,Y,Y,"474,927","508,854","11,800","497,054",TRES PALACIOS,791204600
INTRDY_2025-11-10_1501,11-10-2025,11-10-2025,Operational Capacity,15:01,09:00,45311,TRANSCO CTGS (TPGS1060B),,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"203,542","203,542",0,"203,542",TRES PALACIOS,791204600
INTRDY_2025-11-10_1501,11-10-2025,11-10-2025,Operational Capacity,15:01,09:00,45311,TRANSCO CTGS (TPGS1060B),,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,Y,Y,"203,542","203,542","12,860","190,682",TRES PALACIOS,791204600
INTRDY_2025-11-10_1501,11-10-2025,11-10-2025,Operational Capacity,15:01,09:00,45313,GULF SOUTH (TPGS1055B),,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,"700,000","700,000",0,"700,000",TRES PALACIOS,791204600
INTRDY_2025-11-10_1501,11-10-2025,11-10-2025,Operational Capacity,15:01,09:00,45313,GULF SOUTH (TPGS1055B),,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,Y,Y,"700,000","700,000","32,900","667,100",TRES PALACIOS,791204600
