Cycle_Desc,Post_Date,Eff_Gas_Day,Cap_Type_Desc,Post_Time,Eff_Time,Loc,Loc_Name,Loc_Zn,Flow_Ind_Desc,Loc_Purp_Desc,Loc_QTI_Desc,Meas_Basis_Desc,IT,All_Qty_Avail,Total_Design_Capacity,Operating_Capacity,Total_Scheduled_Quantity,Operationally_Available_Capacity,TSP_Name,TSP
INTRDY_2025-11-10_1500,11-10-2025,11-10-2025,Operational Capacity,15:00,09:00,M0003,OLYMPUS (992003),,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,"195,982","195,982","46,023","149,959",MISSISSIPPI CANYON,946822749
INTRDY_2025-11-10_1500,11-10-2025,11-10-2025,Operational Capacity,15:00,09:00,M0006,VENICE GAS PLANT (992002),,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,Y,Y,"1,207,373","1,207,373","144,826","1,062,547",MISSISSIPPI CANYON,946822749
INTRDY_2025-11-10_1500,11-10-2025,11-10-2025,Operational Capacity,15:00,09:00,M0007,VENICE GAS PLANT BYPASS (992010),,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"847,533","847,533",0,"847,533",MISSISSIPPI CANYON,946822749
INTRDY_2025-11-10_1500,11-10-2025,11-10-2025,Operational Capacity,15:00,09:00,M0008,KINETICA ENERGY EXPRESS (992009),,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"293,336","246,735",0,"246,735",MISSISSIPPI CANYON,946822749
INTRDY_2025-11-10_1500,11-10-2025,11-10-2025,Operational Capacity,15:00,09:00,M0009,HIGH POINT GAS TRANSMISSION (992006),,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"273,431","100,708",0,"100,708",MISSISSIPPI CANYON,946822749
INTRDY_2025-11-10_1500,11-10-2025,11-10-2025,Operational Capacity,15:00,09:00,M0021,Ursa Platform MC 809-2,,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,Y,Y,"281,848","281,848","73,378","208,470",MISSISSIPPI CANYON,946822749
INTRDY_2025-11-10_1500,11-10-2025,11-10-2025,Operational Capacity,15:00,09:00,M0026,MC 989 Vito,,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,Y,Y,"57,417","57,417","9,988","47,429",MISSISSIPPI CANYON,946822749
INTRDY_2025-11-10_1500,11-10-2025,11-10-2025,Operational Capacity,15:00,09:00,M8022,MARS PLATFORM (R-M0022 D-M0024),,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,"132,275","132,275","17,564","114,711",MISSISSIPPI CANYON,946822749

