Cycle_Desc,Post_Date,Eff_Gas_Day,Cap_Type_Desc,Post_Time,Eff_Time,Loc,Loc_Name,Loc_Zn,Flow_Ind_Desc,Loc_Purp_Desc,Loc_QTI_Desc,Meas_Basis_Desc,IT,All_Qty_Avail,Total_Design_Capacity,Operating_Capacity,Total_Scheduled_Quantity,Operationally_Available_Capacity,TSP_Name,TSP
INTRDY_2025-11-10_1500,11-10-2025,11-10-2025,Operational Capacity,15:00,09:00,50021,NORA LATERAL - MAINLINE,,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,"221,602","221,602",0,"221,602",EAST TENN,007921323
INTRDY_2025-11-10_1500,11-10-2025,11-10-2025,Operational Capacity,15:00,09:00,50022,NORA LATERAL,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"141,755","141,755",0,"141,755",EAST TENN,007921323
INTRDY_2025-11-10_1500,11-10-2025,11-10-2025,Operational Capacity,15:00,09:00,50075,KINGSPORT LATERAL - MAINLINE,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"63,325","63,325",0,"63,325",EAST TENN,007921323
INTRDY_2025-11-10_1500,11-10-2025,11-10-2025,Operational Capacity,15:00,09:00,50076,KINGSPORT LATERAL,,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,"85,364","85,364",0,"85,364",EAST TENN,007921323
INTRDY_2025-11-10_1500,11-10-2025,11-10-2025,Operational Capacity,15:00,09:00,50091,JEWELL RIDGE,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,Y,Y,"275,863","275,863","148,232","127,631",EAST TENN,007921323
INTRDY_2025-11-10_1500,11-10-2025,11-10-2025,Operational Capacity,15:00,09:00,50092,MAINLINE JEWELL RIDGE,,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,"599,536","599,536","148,232","451,304",EAST TENN,007921323
INTRDY_2025-11-10_1500,11-10-2025,11-10-2025,Operational Capacity,15:00,09:00,53101,EL PASO - RIDGETOP RECEIVING,,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,N,Y,"398,090","398,090","264,922","133,168",EAST TENN,007921323
INTRDY_2025-11-10_1500,11-10-2025,11-10-2025,Operational Capacity,15:00,09:00,53201,EL PASO - LOBELVILLE RECEIVING,,Receipt,Receipt Location,Receipt Point Quantity,MMBtu,Y,Y,"253,230","253,230","97,791","155,439",EAST TENN,007921323
INTRDY_2025-11-10_1500,11-10-2025,11-10-2025,Operational Capacity,15:00,09:00,59001,CHAT EAST,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"50,544","51,926","11,520","40,406",EAST TENN,007921323
INTRDY_2025-11-10_1500,11-10-2025,11-10-2025,Operational Capacity,15:00,09:00,59002,UCG BRISTOL,,Delivery,Delivery Location,Delivery Point Quantity,MMBtu,N,Y,"27,227","27,227","18,030","9,197",EAST TENN,007921323
