Effective_From_DateTime,Effective_End_DateTime,Loc_Prop,Loc_Name,Allocated_Qty,Direction_Of_Flow,Accounting_Physincal_Indicator,Posting_DateTime
02/11/2023 09:00,02/12/2023 08:59,00001,"Partroy (MORRIS,NJ)",0,D,P,03/10/2023 06:05
02/11/2023 09:00,02/12/2023 08:59,00002,"Waterbury (NEW HAVEN,CT)","5,379",D,P,03/10/2023 06:05
02/11/2023 09:00,02/12/2023 08:59,00003,North Haven (NEW HAVEN),"10,330",D,P,03/10/2023 06:05
02/11/2023 09:00,02/12/2023 08:59,00004,"National Grid-DEY ST. (PROVIDENCE,RI)","5,810",D,P,03/10/2023 06:05
02/11/2023 09:00,02/12/2023 08:59,00005,"Willimantic (NEW HAVEN, CT)",575,D,P,03/10/2023 06:05
02/11/2023 09:00,02/12/2023 08:59,00006,"Mohegan Park (NEW LONDON,CT)",0,D,P,03/10/2023 06:05
02/11/2023 09:00,02/12/2023 08:59,00007,"Waterford (NEW LONDON,CT)","1,233",D,P,03/10/2023 06:05
02/11/2023 09:00,02/12/2023 08:59,00008,"National Grid-WESTERLY (WASHINGTON,RI)",510,D,P,03/10/2023 06:05
02/11/2023 09:00,02/12/2023 08:59,00009,"Putnam (WINDHAM,CT)",244,D,P,03/10/2023 06:05
02/11/2023 09:00,02/12/2023 08:59,00010,"National Grid - E. Providence (PROVIDENCE,RI)","16,648",D,P,03/10/2023 06:05
02/11/2023 09:00,02/12/2023 08:59,00011,"Taunton (BRISTOL, MA)","7,476",D,P,03/10/2023 06:05
02/11/2023 09:00,02/12/2023 08:59,00012,"National Grid - WARREN (BRISTOL,RI)","1,265",D,P,03/10/2023 06:05
02/11/2023 09:00,02/12/2023 08:59,00013,"National Grid- Portsmouth (NEWPORT,RI)","2,879",D,P,03/10/2023 06:05
02/11/2023 09:00,02/12/2023 08:59,00015,"Freetown (BRISTOL,MA)",852,D,P,03/10/2023 06:05
02/11/2023 09:00,02/12/2023 08:59,00016,"New England Gas Company Fall River (BRISTOL,MA)","13,083",D,P,03/10/2023 06:05
02/11/2023 09:00,02/12/2023 08:59,00017,"New Bedford (BRISTOL,MA)","3,822",D,P,03/10/2023 06:05
02/11/2023 09:00,02/12/2023 08:59,00018,"National Grid-BOURNE (BARNSTABLE,MA)","2,482",D,P,03/10/2023 06:05
02/11/2023 09:00,02/12/2023 08:59,00019,"Plymouth (PLYMOUTH,MA)","1,088",D,P,03/10/2023 06:05
02/11/2023 09:00,02/12/2023 08:59,00020,"Milford (WORCESTER,MA)",591,D,P,03/10/2023 06:05
02/11/2023 09:00,02/12/2023 08:59,00021,"National Grid- NORWOOD (NORFOLK,MA)",837,D,P,03/10/2023 06:05
02/11/2023 09:00,02/12/2023 08:59,00022,"Westwood (NORFOLK, MA)","1,957",D,P,03/10/2023 06:05
02/11/2023 09:00,02/12/2023 08:59,00023,"National Grid- EAST BRAINTREE (NORFOLK,MA)","2,738",D,P,03/10/2023 06:05
02/11/2023 09:00,02/12/2023 08:59,00024,"Brockton (PLYMOUTH,MA)","18,640",D,P,03/10/2023 06:05
02/11/2023 09:00,02/12/2023 08:59,00025,"Hopedale (NORFOLK,MA)",564,D,P,03/10/2023 06:05
02/11/2023 09:00,02/12/2023 08:59,00027,"National Grid- EVERETT (MIDDLESEX,MA)","9,660",D,P,03/10/2023 06:05
02/11/2023 09:00,02/12/2023 08:59,00028,"Brookford ST (MIDDLESEX,MA)","1,550",D,P,03/10/2023 06:05
02/11/2023 09:00,02/12/2023 08:59,00029,"Middleboro (PLYMOUTH,MA)",545,D,P,03/10/2023 06:05
02/11/2023 09:00,02/12/2023 08:59,00030,"Guilford (NEW HAVEN,CT)","1,972",D,P,03/10/2023 06:05
