Effective_From_DateTime,Effective_End_DateTime,Loc_Prop,Loc_Name,Allocated_Qty,Direction_Of_Flow,Accounting_Physincal_Indicator,Posting_DateTime
01/09/2023 09:00,01/10/2023 08:59,00001,"Partroy (MORRIS,NJ)",0,D,P,02/10/2023 06:05
01/09/2023 09:00,01/10/2023 08:59,00002,"Waterbury (NEW HAVEN,CT)","3,874",D,P,02/10/2023 06:05
01/09/2023 09:00,01/10/2023 08:59,00003,North Haven (NEW HAVEN),"30,097",D,P,02/10/2023 06:05
01/09/2023 09:00,01/10/2023 08:59,00004,"National Grid-DEY ST. (PROVIDENCE,RI)","5,700",D,P,02/10/2023 06:05
01/09/2023 09:00,01/10/2023 08:59,00005,"Willimantic (NEW HAVEN, CT)",346,D,P,02/10/2023 06:05
01/09/2023 09:00,01/10/2023 08:59,00006,"Mohegan Park (NEW LONDON,CT)",1,D,P,02/10/2023 06:05
01/09/2023 09:00,01/10/2023 08:59,00007,"Waterford (NEW LONDON,CT)",825,D,P,02/10/2023 06:05
01/09/2023 09:00,01/10/2023 08:59,00008,"National Grid-WESTERLY (WASHINGTON,RI)",443,D,P,02/10/2023 06:05
01/09/2023 09:00,01/10/2023 08:59,00009,"Putnam (WINDHAM,CT)",166,D,P,02/10/2023 06:05
01/09/2023 09:00,01/10/2023 08:59,00010,"National Grid - E. Providence (PROVIDENCE,RI)","16,113",D,P,02/10/2023 06:05
01/09/2023 09:00,01/10/2023 08:59,00011,"Taunton (BRISTOL, MA)","7,505",D,P,02/10/2023 06:05
01/09/2023 09:00,01/10/2023 08:59,00012,"National Grid - WARREN (BRISTOL,RI)","1,418",D,P,02/10/2023 06:05
01/09/2023 09:00,01/10/2023 08:59,00013,"National Grid- Portsmouth (NEWPORT,RI)","2,572",D,P,02/10/2023 06:05
01/09/2023 09:00,01/10/2023 08:59,00015,"Freetown (BRISTOL,MA)","2,364",D,P,02/10/2023 06:05
01/09/2023 09:00,01/10/2023 08:59,00016,"New England Gas Company Fall River (BRISTOL,MA)","13,121",D,P,02/10/2023 06:05
01/09/2023 09:00,01/10/2023 08:59,00017,"New Bedford (BRISTOL,MA)","5,872",D,P,02/10/2023 06:05
01/09/2023 09:00,01/10/2023 08:59,00018,"National Grid-BOURNE (BARNSTABLE,MA)","3,618",D,P,02/10/2023 06:05
01/09/2023 09:00,01/10/2023 08:59,00019,"Plymouth (PLYMOUTH,MA)","1,730",D,P,02/10/2023 06:05
01/09/2023 09:00,01/10/2023 08:59,00020,"Milford (WORCESTER,MA)",895,D,P,02/10/2023 06:05
