Effective_From_DateTime,Effective_End_DateTime,Loc_Prop,Loc_Name,Allocated_Qty,Direction_Of_Flow,Accounting_Physincal_Indicator,Posting_DateTime
12/04/2022 09:00,12/05/2022 08:59,00001,"Partroy (MORRIS,NJ)",0,D,P,01/10/2023 06:05
12/04/2022 09:00,12/05/2022 08:59,00002,"Waterbury (NEW HAVEN,CT)","6,412",D,P,01/10/2023 06:05
12/04/2022 09:00,12/05/2022 08:59,00003,North Haven (NEW HAVEN),"34,961",D,P,01/10/2023 06:05
12/04/2022 09:00,12/05/2022 08:59,00004,"National Grid-DEY ST. (PROVIDENCE,RI)","6,457",D,P,01/10/2023 06:05
12/04/2022 09:00,12/05/2022 08:59,00005,"Willimantic (NEW HAVEN, CT)",644,D,P,01/10/2023 06:05
12/04/2022 09:00,12/05/2022 08:59,00006,"Mohegan Park (NEW LONDON,CT)",0,D,P,01/10/2023 06:05
12/04/2022 09:00,12/05/2022 08:59,00007,"Waterford (NEW LONDON,CT)","1,422",D,P,01/10/2023 06:05
12/04/2022 09:00,12/05/2022 08:59,00008,"National Grid-WESTERLY (WASHINGTON,RI)",607,D,P,01/10/2023 06:05
12/04/2022 09:00,12/05/2022 08:59,00009,"Putnam (WINDHAM,CT)",257,D,P,01/10/2023 06:05
12/04/2022 09:00,12/05/2022 08:59,00010,"National Grid - E. Providence (PROVIDENCE,RI)","17,880",D,P,01/10/2023 06:05
12/04/2022 09:00,12/05/2022 08:59,00011,"Taunton (BRISTOL, MA)","7,337",D,P,01/10/2023 06:05
12/04/2022 09:00,12/05/2022 08:59,00012,"National Grid - WARREN (BRISTOL,RI)","1,656",D,P,01/10/2023 06:05
12/04/2022 09:00,12/05/2022 08:59,00013,"National Grid- Portsmouth (NEWPORT,RI)","3,002",D,P,01/10/2023 06:05
12/04/2022 09:00,12/05/2022 08:59,00015,"Freetown (BRISTOL,MA)",808,D,P,01/10/2023 06:05
12/04/2022 09:00,12/05/2022 08:59,00016,"New England Gas Company Fall River (BRISTOL,MA)","9,006",D,P,01/10/2023 06:05
12/04/2022 09:00,12/05/2022 08:59,00017,"New Bedford (BRISTOL,MA)","2,167",D,P,01/10/2023 06:05
12/04/2022 09:00,12/05/2022 08:59,00018,"National Grid-BOURNE (BARNSTABLE,MA)","7,458",D,P,01/10/2023 06:05
12/04/2022 09:00,12/05/2022 08:59,00019,"Plymouth (PLYMOUTH,MA)",710,D,P,01/10/2023 06:05
12/04/2022 09:00,12/05/2022 08:59,00020,"Milford (WORCESTER,MA)",376,D,P,01/10/2023 06:05
12/04/2022 09:00,12/05/2022 08:59,00021,"National Grid- NORWOOD (NORFOLK,MA)","2,220",D,P,01/10/2023 06:05
12/04/2022 09:00,12/05/2022 08:59,00022,"Westwood (NORFOLK, MA)","1,285",D,P,01/10/2023 06:05
12/04/2022 09:00,12/05/2022 08:59,00023,"National Grid- EAST BRAINTREE (NORFOLK,MA)","6,775",D,P,01/10/2023 06:05
12/04/2022 09:00,12/05/2022 08:59,00024,"Brockton (PLYMOUTH,MA)","21,149",D,P,01/10/2023 06:05
12/04/2022 09:00,12/05/2022 08:59,00025,"Hopedale (NORFOLK,MA)",373,D,P,01/10/2023 06:05
12/04/2022 09:00,12/05/2022 08:59,00027,"National Grid- EVERETT (MIDDLESEX,MA)","17,695",D,P,01/10/2023 06:05
12/04/2022 09:00,12/05/2022 08:59,00028,"Brookford ST (MIDDLESEX,MA)","1,243",D,P,01/10/2023 06:05
