Effective_From_DateTime,Effective_End_DateTime,Loc_Prop,Loc_Name,Allocated_Qty,Direction_Of_Flow,Accounting_Physincal_Indicator,Posting_DateTime
11/17/2022 09:00,11/18/2022 08:59,00001,"Partroy (MORRIS,NJ)",0,D,P,12/10/2022 06:05
11/17/2022 09:00,11/18/2022 08:59,00002,"Waterbury (NEW HAVEN,CT)","6,255",D,P,12/10/2022 06:05
11/17/2022 09:00,11/18/2022 08:59,00003,North Haven (NEW HAVEN),"19,576",D,P,12/10/2022 06:05
11/17/2022 09:00,11/18/2022 08:59,00004,"National Grid-DEY ST. (PROVIDENCE,RI)","6,299",D,P,12/10/2022 06:05
11/17/2022 09:00,11/18/2022 08:59,00005,"Willimantic (NEW HAVEN, CT)",448,D,P,12/10/2022 06:05
11/17/2022 09:00,11/18/2022 08:59,00006,"Mohegan Park (NEW LONDON,CT)",0,D,P,12/10/2022 06:05
11/17/2022 09:00,11/18/2022 08:59,00007,"Waterford (NEW LONDON,CT)","1,055",D,P,12/10/2022 06:05
11/17/2022 09:00,11/18/2022 08:59,00008,"National Grid-WESTERLY (WASHINGTON,RI)",737,D,P,12/10/2022 06:05
11/17/2022 09:00,11/18/2022 08:59,00009,"Putnam (WINDHAM,CT)",199,D,P,12/10/2022 06:05
11/17/2022 09:00,11/18/2022 08:59,00010,"National Grid - E. Providence (PROVIDENCE,RI)","24,715",D,P,12/10/2022 06:05
11/17/2022 09:00,11/18/2022 08:59,00011,"Taunton (BRISTOL, MA)","6,224",D,P,12/10/2022 06:05
11/17/2022 09:00,11/18/2022 08:59,00012,"National Grid - WARREN (BRISTOL,RI)","1,668",D,P,12/10/2022 06:05
11/17/2022 09:00,11/18/2022 08:59,00013,"National Grid- Portsmouth (NEWPORT,RI)","3,819",D,P,12/10/2022 06:05
11/17/2022 09:00,11/18/2022 08:59,00015,"Freetown (BRISTOL,MA)","3,511",D,P,12/10/2022 06:05
11/17/2022 09:00,11/18/2022 08:59,00016,"New England Gas Company Fall River (BRISTOL,MA)","13,523",D,P,12/10/2022 06:05
11/17/2022 09:00,11/18/2022 08:59,00017,"New Bedford (BRISTOL,MA)","11,840",D,P,12/10/2022 06:05
11/17/2022 09:00,11/18/2022 08:59,00018,"National Grid-BOURNE (BARNSTABLE,MA)","2,564",D,P,12/10/2022 06:05
11/17/2022 09:00,11/18/2022 08:59,00019,"Plymouth (PLYMOUTH,MA)","3,584",D,P,12/10/2022 06:05
11/17/2022 09:00,11/18/2022 08:59,00020,"Milford (WORCESTER,MA)","1,901",D,P,12/10/2022 06:05
11/17/2022 09:00,11/18/2022 08:59,00021,"National Grid- NORWOOD (NORFOLK,MA)",864,D,P,12/10/2022 06:05
11/17/2022 09:00,11/18/2022 08:59,00022,"Westwood (NORFOLK, MA)","7,327",D,P,12/10/2022 06:05
11/17/2022 09:00,11/18/2022 08:59,00023,"National Grid- EAST BRAINTREE (NORFOLK,MA)","2,343",D,P,12/10/2022 06:05
11/17/2022 09:00,11/18/2022 08:59,00024,"Brockton (PLYMOUTH,MA)","14,850",D,P,12/10/2022 06:05
11/17/2022 09:00,11/18/2022 08:59,00025,"Hopedale (NORFOLK,MA)","1,981",D,P,12/10/2022 06:05
11/17/2022 09:00,11/18/2022 08:59,00027,"National Grid- EVERETT (MIDDLESEX,MA)","6,926",D,P,12/10/2022 06:05
