Effective_From_DateTime,Effective_End_DateTime,Loc_Prop,Loc_Name,Allocated_Qty,Direction_Of_Flow,Accounting_Physincal_Indicator,Posting_DateTime
11/30/2022 09:00,12/01/2022 08:59,00001,"Partroy (MORRIS,NJ)",0,D,P,12/10/2022 06:05
11/30/2022 09:00,12/01/2022 08:59,00002,"Waterbury (NEW HAVEN,CT)","8,045",D,P,12/10/2022 06:05
11/30/2022 09:00,12/01/2022 08:59,00003,North Haven (NEW HAVEN),"17,059",D,P,12/10/2022 06:05
11/30/2022 09:00,12/01/2022 08:59,00004,"National Grid-DEY ST. (PROVIDENCE,RI)","4,468",D,P,12/10/2022 06:05
11/30/2022 09:00,12/01/2022 08:59,00005,"Willimantic (NEW HAVEN, CT)",716,D,P,12/10/2022 06:05
11/30/2022 09:00,12/01/2022 08:59,00006,"Mohegan Park (NEW LONDON,CT)",0,D,P,12/10/2022 06:05
11/30/2022 09:00,12/01/2022 08:59,00007,"Waterford (NEW LONDON,CT)","1,494",D,P,12/10/2022 06:05
11/30/2022 09:00,12/01/2022 08:59,00008,"National Grid-WESTERLY (WASHINGTON,RI)",756,D,P,12/10/2022 06:05
11/30/2022 09:00,12/01/2022 08:59,00009,"Putnam (WINDHAM,CT)",406,D,P,12/10/2022 06:05
11/30/2022 09:00,12/01/2022 08:59,00010,"National Grid - E. Providence (PROVIDENCE,RI)","18,115",D,P,12/10/2022 06:05
11/30/2022 09:00,12/01/2022 08:59,00011,"Taunton (BRISTOL, MA)","5,238",D,P,12/10/2022 06:05
11/30/2022 09:00,12/01/2022 08:59,00012,"National Grid - WARREN (BRISTOL,RI)","1,280",D,P,12/10/2022 06:05
11/30/2022 09:00,12/01/2022 08:59,00013,"National Grid- Portsmouth (NEWPORT,RI)","2,480",D,P,12/10/2022 06:05
11/30/2022 09:00,12/01/2022 08:59,00015,"Freetown (BRISTOL,MA)","1,983",D,P,12/10/2022 06:05
11/30/2022 09:00,12/01/2022 08:59,00016,"New England Gas Company Fall River (BRISTOL,MA)","7,967",D,P,12/10/2022 06:05
11/30/2022 09:00,12/01/2022 08:59,00017,"New Bedford (BRISTOL,MA)","2,068",D,P,12/10/2022 06:05
11/30/2022 09:00,12/01/2022 08:59,00018,"National Grid-BOURNE (BARNSTABLE,MA)","3,162",D,P,12/10/2022 06:05
11/30/2022 09:00,12/01/2022 08:59,00019,"Plymouth (PLYMOUTH,MA)",903,D,P,12/10/2022 06:05
11/30/2022 09:00,12/01/2022 08:59,00020,"Milford (WORCESTER,MA)",531,D,P,12/10/2022 06:05
11/30/2022 09:00,12/01/2022 08:59,00021,"National Grid- NORWOOD (NORFOLK,MA)","1,139",D,P,12/10/2022 06:05
11/30/2022 09:00,12/01/2022 08:59,00022,"Westwood (NORFOLK, MA)","1,783",D,P,12/10/2022 06:05
11/30/2022 09:00,12/01/2022 08:59,00023,"National Grid- EAST BRAINTREE (NORFOLK,MA)","2,899",D,P,12/10/2022 06:05
11/30/2022 09:00,12/01/2022 08:59,00024,"Brockton (PLYMOUTH,MA)","11,763",D,P,12/10/2022 06:05
11/30/2022 09:00,12/01/2022 08:59,00025,"Hopedale (NORFOLK,MA)",567,D,P,12/10/2022 06:05
11/30/2022 09:00,12/01/2022 08:59,00027,"National Grid- EVERETT (MIDDLESEX,MA)","9,022",D,P,12/10/2022 06:05
