Effective_From_DateTime,Effective_End_DateTime,Loc_Prop,Loc_Name,Allocated_Qty,Direction_Of_Flow,Accounting_Physincal_Indicator,Posting_DateTime
02/03/2023 09:00,02/04/2023 08:59,00001,"Partroy (MORRIS,NJ)",0,D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00002,"Waterbury (NEW HAVEN,CT)","1,076",D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00003,North Haven (NEW HAVEN),"33,840",D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00004,"National Grid-DEY ST. (PROVIDENCE,RI)","16,162",D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00005,"Willimantic (NEW HAVEN, CT)",752,D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00006,"Mohegan Park (NEW LONDON,CT)","1,380",D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00007,"Waterford (NEW LONDON,CT)","1,732",D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00008,"National Grid-WESTERLY (WASHINGTON,RI)","1,010",D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00009,"Putnam (WINDHAM,CT)",254,D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00010,"National Grid - E. Providence (PROVIDENCE,RI)","12,442",D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00011,"Taunton (BRISTOL, MA)","3,385",D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00012,"National Grid - WARREN (BRISTOL,RI)","5,669",D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00013,"National Grid- Portsmouth (NEWPORT,RI)","10,917",D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00015,"Freetown (BRISTOL,MA)",175,D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00016,"New England Gas Company Fall River (BRISTOL,MA)","10,150",D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00017,"New Bedford (BRISTOL,MA)","16,381",D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00018,"National Grid-BOURNE (BARNSTABLE,MA)","9,377",D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00019,"Plymouth (PLYMOUTH,MA)","5,822",D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00020,"Milford (WORCESTER,MA)","2,943",D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00021,"National Grid- NORWOOD (NORFOLK,MA)","3,186",D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00022,"Westwood (NORFOLK, MA)","10,500",D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00023,"National Grid- EAST BRAINTREE (NORFOLK,MA)","10,177",D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00024,"Brockton (PLYMOUTH,MA)","14,952",D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00025,"Hopedale (NORFOLK,MA)","2,763",D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00027,"National Grid- EVERETT (MIDDLESEX,MA)","21,032",D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00028,"Brookford ST (MIDDLESEX,MA)","8,934",D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00029,"Middleboro (PLYMOUTH,MA)",845,D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00030,"Guilford (NEW HAVEN,CT)","10,567",D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00031,"Kensington New Haven, CT","2,791",D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00032,"National Grid-WALTHAM (MIDDLESEX,MA)","7,822",D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00033,"National Grid - TIVERTON (NEWPORT,RI)",695,D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00034,"New England Gas Company No. Attleboro (BRISTOL,MA)","3,692",D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00035,"Salem Pike (NORWICH, CT)","1,288",D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00036,"West Medway (NORFOLK,MA)","3,520",D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00037,"South Attleboro (BRISTOL, MA)","2,928",D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00038,"Charles River RD (NORFOLK,MA)","6,275",D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00039,"Suffern (ROCKLAND,NY)",0,D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00040,"Stony Point (ROCKLAND,NY)",0,D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00041,"Peekskill (WESTCHESTER,NY)",0,D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00043,"Ashland (MIDDLESEX,MA)","4,247",D,P,03/10/2023 06:05
02/03/2023 09:00,02/04/2023 08:59,00044,"National Grid-Burrillville (PROVIDENCE,RI)",283,D,P,03/10/2023 06:05
