Effective_From_DateTime,Effective_End_DateTime,Loc_Prop,Loc_Name,Allocated_Qty,Direction_Of_Flow,Accounting_Physincal_Indicator,Posting_DateTime
11/23/2022 09:00,11/24/2022 08:59,00001,"Partroy (MORRIS,NJ)",0,D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00002,"Waterbury (NEW HAVEN,CT)","3,482",D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00003,North Haven (NEW HAVEN),"11,463",D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00004,"National Grid-DEY ST. (PROVIDENCE,RI)","3,718",D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00005,"Willimantic (NEW HAVEN, CT)",357,D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00006,"Mohegan Park (NEW LONDON,CT)",0,D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00007,"Waterford (NEW LONDON,CT)",760,D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00008,"National Grid-WESTERLY (WASHINGTON,RI)",625,D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00009,"Putnam (WINDHAM,CT)",155,D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00010,"National Grid - E. Providence (PROVIDENCE,RI)","23,085",D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00011,"Taunton (BRISTOL, MA)","4,888",D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00012,"National Grid - WARREN (BRISTOL,RI)","1,587",D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00013,"National Grid- Portsmouth (NEWPORT,RI)","2,955",D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00015,"Freetown (BRISTOL,MA)","1,459",D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00016,"New England Gas Company Fall River (BRISTOL,MA)","13,150",D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00017,"New Bedford (BRISTOL,MA)","3,065",D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00018,"National Grid-BOURNE (BARNSTABLE,MA)","3,149",D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00019,"Plymouth (PLYMOUTH,MA)","1,041",D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00020,"Milford (WORCESTER,MA)",553,D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00021,"National Grid- NORWOOD (NORFOLK,MA)",909,D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00022,"Westwood (NORFOLK, MA)","1,969",D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00023,"National Grid- EAST BRAINTREE (NORFOLK,MA)","2,954",D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00024,"Brockton (PLYMOUTH,MA)","11,468",D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00025,"Hopedale (NORFOLK,MA)",610,D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00027,"National Grid- EVERETT (MIDDLESEX,MA)","7,696",D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00028,"Brookford ST (MIDDLESEX,MA)","1,930",D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00029,"Middleboro (PLYMOUTH,MA)",845,D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00030,"Guilford (NEW HAVEN,CT)","2,078",D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00031,"Kensington New Haven, CT","1,494",D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00032,"National Grid-WALTHAM (MIDDLESEX,MA)","3,099",D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00033,"National Grid - TIVERTON (NEWPORT,RI)",151,D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00034,"New England Gas Company No. Attleboro (BRISTOL,MA)","2,832",D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00035,"Salem Pike (NORWICH, CT)",0,D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00036,"West Medway (NORFOLK,MA)","3,311",D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00037,"South Attleboro (BRISTOL, MA)","2,513",D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00038,"Charles River RD (NORFOLK,MA)","1,057",D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00039,"Suffern (ROCKLAND,NY)",0,D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00040,"Stony Point (ROCKLAND,NY)",0,D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00041,"Peekskill (WESTCHESTER,NY)",0,D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00043,"Ashland (MIDDLESEX,MA)","1,314",D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00044,"National Grid-Burrillville (PROVIDENCE,RI)",140,D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00045,Somers  (Westchester),0,D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00046,"Yantic (HARTFORD,CT)",0,D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00047,"Cortlandt (WESTCHESTER,NY)",0,D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00048,"Yorktown (WESTCHESTER,NY)",0,D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00049,"New England Gas Company Westport (BRISTOL,MA)","2,987",D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00050,"Pomfret (WINDHAM,CT)",563,D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00051,"National Grid-SAGAMORE (BARNSTABLE,MA)",763,D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00052,"National Grid-PONKAPOAG (NORFOLK,MA)","13,622",D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00053,"Norwichtown (NEW LONDON,CT)",0,D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00055,"Bernards (SOMERSET,NJ)",0,D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00056,"Morris (MORRIS,NJ)",0,D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00057,"National Grid-WESTON (MIDDLESEX,MA)",510,D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00058,"Canton (NORFOLK,MA)","2,485",D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00059,"MONTVILLE (NEW LONDON,CT)","3,497",D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00060,"Southington (HARTFORD,CT)",182,D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00061,"Woodland RD (NORFOLK,MA)",181,D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00062,"Vernon (TOLLAND,CT)","1,406",D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00063,"Danbury (FAIRFIELD,CT)",631,D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00064,"National Grid-BARRINGTON (PROVIDENCE,RI)",0,D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00066,"Dover (NORFOLK,MA)",9,D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00068,"Farmington (HARTFORD,CT)",39,D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00069,"Oxford (NEW HAVEN, CT)",124,D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00071,"New England Gas Company Swansea (BRISTOL,MA)","2,480",D,P,12/10/2022 06:05
11/23/2022 09:00,11/24/2022 08:59,00072,"Portland (MIDDLESEX,CT)",4,D,P,12/10/2022 06:05
