Effective_From_DateTime,Effective_End_DateTime,Loc_Prop,Loc_Name,Allocated_Qty,Direction_Of_Flow,Accounting_Physincal_Indicator,Posting_DateTime
02/09/2023 09:00,02/10/2023 08:59,00001,"Partroy (MORRIS,NJ)",0,D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00002,"Waterbury (NEW HAVEN,CT)","5,457",D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00003,North Haven (NEW HAVEN),"12,183",D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00004,"National Grid-DEY ST. (PROVIDENCE,RI)","4,197",D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00005,"Willimantic (NEW HAVEN, CT)",594,D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00006,"Mohegan Park (NEW LONDON,CT)",0,D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00007,"Waterford (NEW LONDON,CT)","1,249",D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00008,"National Grid-WESTERLY (WASHINGTON,RI)",588,D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00009,"Putnam (WINDHAM,CT)",313,D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00010,"National Grid - E. Providence (PROVIDENCE,RI)","7,793",D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00011,"Taunton (BRISTOL, MA)","4,379",D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00012,"National Grid - WARREN (BRISTOL,RI)","1,001",D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00013,"National Grid- Portsmouth (NEWPORT,RI)","2,317",D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00015,"Freetown (BRISTOL,MA)",812,D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00016,"New England Gas Company Fall River (BRISTOL,MA)","11,588",D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00017,"New Bedford (BRISTOL,MA)","1,158",D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00018,"National Grid-BOURNE (BARNSTABLE,MA)","2,245",D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00019,"Plymouth (PLYMOUTH,MA)",383,D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00020,"Milford (WORCESTER,MA)",216,D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00021,"National Grid- NORWOOD (NORFOLK,MA)",903,D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00022,"Westwood (NORFOLK, MA)",786,D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00023,"National Grid- EAST BRAINTREE (NORFOLK,MA)","2,714",D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00024,"Brockton (PLYMOUTH,MA)","10,141",D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00025,"Hopedale (NORFOLK,MA)",238,D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00027,"National Grid- EVERETT (MIDDLESEX,MA)","1,750",D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00028,"Brookford ST (MIDDLESEX,MA)",600,D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00029,"Middleboro (PLYMOUTH,MA)",845,D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00030,"Guilford (NEW HAVEN,CT)","2,179",D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00031,"Kensington New Haven, CT","2,824",D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00032,"National Grid-WALTHAM (MIDDLESEX,MA)","2,025",D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00033,"National Grid - TIVERTON (NEWPORT,RI)",106,D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00034,"New England Gas Company No. Attleboro (BRISTOL,MA)","2,516",D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00035,"Salem Pike (NORWICH, CT)",0,D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00036,"West Medway (NORFOLK,MA)","2,853",D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00037,"South Attleboro (BRISTOL, MA)","2,509",D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00038,"Charles River RD (NORFOLK,MA)",444,D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00039,"Suffern (ROCKLAND,NY)",0,D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00040,"Stony Point (ROCKLAND,NY)",0,D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00041,"Peekskill (WESTCHESTER,NY)",0,D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00043,"Ashland (MIDDLESEX,MA)",530,D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00044,"National Grid-Burrillville (PROVIDENCE,RI)",106,D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00045,Somers  (Westchester),0,D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00046,"Yantic (HARTFORD,CT)",0,D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00047,"Cortlandt (WESTCHESTER,NY)",0,D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00048,"Yorktown (WESTCHESTER,NY)",0,D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00049,"New England Gas Company Westport (BRISTOL,MA)","2,556",D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00050,"Pomfret (WINDHAM,CT)",969,D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00051,"National Grid-SAGAMORE (BARNSTABLE,MA)","1,620",D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00052,"National Grid-PONKAPOAG (NORFOLK,MA)","9,717",D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00053,"Norwichtown (NEW LONDON,CT)",0,D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00055,"Bernards (SOMERSET,NJ)",0,D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00056,"Morris (MORRIS,NJ)",0,D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00057,"National Grid-WESTON (MIDDLESEX,MA)",346,D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00058,"Canton (NORFOLK,MA)","3,074",D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00059,"MONTVILLE (NEW LONDON,CT)","5,898",D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00060,"Southington (HARTFORD,CT)",658,D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00061,"Woodland RD (NORFOLK,MA)",54,D,P,03/10/2023 06:05
02/09/2023 09:00,02/10/2023 08:59,00062,"Vernon (TOLLAND,CT)","1,216",D,P,03/10/2023 06:05
