Effective_From_DateTime,Effective_End_DateTime,Loc_Prop,Loc_Name,Allocated_Qty,Direction_Of_Flow,Accounting_Physincal_Indicator,Posting_DateTime
12/02/2022 09:00,12/03/2022 08:59,00001,"Partroy (MORRIS,NJ)",0,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00002,"Waterbury (NEW HAVEN,CT)","6,769",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00003,North Haven (NEW HAVEN),"17,102",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00004,"National Grid-DEY ST. (PROVIDENCE,RI)","3,523",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00005,"Willimantic (NEW HAVEN, CT)",653,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00006,"Mohegan Park (NEW LONDON,CT)",0,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00007,"Waterford (NEW LONDON,CT)","1,381",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00008,"National Grid-WESTERLY (WASHINGTON,RI)",879,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00009,"Putnam (WINDHAM,CT)",303,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00010,"National Grid - E. Providence (PROVIDENCE,RI)","24,143",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00011,"Taunton (BRISTOL, MA)","7,250",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00012,"National Grid - WARREN (BRISTOL,RI)","1,820",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00013,"National Grid- Portsmouth (NEWPORT,RI)","3,400",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00015,"Freetown (BRISTOL,MA)",760,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00016,"New England Gas Company Fall River (BRISTOL,MA)","10,862",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00017,"New Bedford (BRISTOL,MA)","1,892",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00018,"National Grid-BOURNE (BARNSTABLE,MA)","2,705",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00019,"Plymouth (PLYMOUTH,MA)",653,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00020,"Milford (WORCESTER,MA)",333,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00021,"National Grid- NORWOOD (NORFOLK,MA)","1,018",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00022,"Westwood (NORFOLK, MA)","1,178",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00023,"National Grid- EAST BRAINTREE (NORFOLK,MA)","2,715",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00024,"Brockton (PLYMOUTH,MA)","16,399",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00025,"Hopedale (NORFOLK,MA)",361,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00027,"National Grid- EVERETT (MIDDLESEX,MA)","7,158",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00028,"Brookford ST (MIDDLESEX,MA)","1,132",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00029,"Middleboro (PLYMOUTH,MA)","1,080",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00030,"Guilford (NEW HAVEN,CT)","2,553",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00031,"Kensington New Haven, CT","2,504",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00032,"National Grid-WALTHAM (MIDDLESEX,MA)","2,583",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00033,"National Grid - TIVERTON (NEWPORT,RI)",174,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00034,"New England Gas Company No. Attleboro (BRISTOL,MA)","2,401",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00035,"Salem Pike (NORWICH, CT)",0,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00036,"West Medway (NORFOLK,MA)","4,071",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00037,"South Attleboro (BRISTOL, MA)","3,681",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00038,"Charles River RD (NORFOLK,MA)",615,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00039,"Suffern (ROCKLAND,NY)",0,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00040,"Stony Point (ROCKLAND,NY)",0,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00041,"Peekskill (WESTCHESTER,NY)",0,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00043,"Ashland (MIDDLESEX,MA)",812,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00044,"National Grid-Burrillville (PROVIDENCE,RI)",163,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00045,Somers  (Westchester),0,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00046,"Yantic (HARTFORD,CT)",0,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00047,"Cortlandt (WESTCHESTER,NY)",0,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00048,"Yorktown (WESTCHESTER,NY)",0,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00049,"New England Gas Company Westport (BRISTOL,MA)","2,281",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00050,"Pomfret (WINDHAM,CT)","1,054",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00051,"National Grid-SAGAMORE (BARNSTABLE,MA)","1,081",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00052,"National Grid-PONKAPOAG (NORFOLK,MA)","12,021",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00053,"Norwichtown (NEW LONDON,CT)",0,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00055,"Bernards (SOMERSET,NJ)",0,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00056,"Morris (MORRIS,NJ)",0,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00057,"National Grid-WESTON (MIDDLESEX,MA)",450,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00058,"Canton (NORFOLK,MA)","3,526",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00059,"MONTVILLE (NEW LONDON,CT)","6,607",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00060,"Southington (HARTFORD,CT)",362,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00061,"Woodland RD (NORFOLK,MA)",101,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00062,"Vernon (TOLLAND,CT)","1,524",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00063,"Danbury (FAIRFIELD,CT)","1,593",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00064,"National Grid-BARRINGTON (PROVIDENCE,RI)",0,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00066,"Dover (NORFOLK,MA)",4,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00068,"Farmington (HARTFORD,CT)",63,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00069,"Oxford (NEW HAVEN, CT)",239,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00071,"New England Gas Company Swansea (BRISTOL,MA)","1,973",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00072,"Portland (MIDDLESEX,CT)",5,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00074,"National Grid-WELLESLEY (NORFOLK,MA)","4,497",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00075,"GLASTONBURY (HARTFORD,CT)",227,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00076,"MANSFIELD (TOLLAND,CT)",15,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00077,"DEFCO (NEW HAVEN,CT)",489,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00078,"CROMWELL (MIDDLESEX,CT)",317,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00079,"SOUTHBURY (NEW HAVEN,CT)",330,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00080,"National Grid-POLAROID (MIDDLESEX,MA)","1,780",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00081,"National Grid-POTTER St. (NORFOLK,MA)",0,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00082,"Stonington (NEW LONDON,CT)",0,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00083,"National Grid-CUMBERLAND (PROVIDENCE,RI)",266,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00084,"Southeast (PUTNAM,NY)",0,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00085,"Bristol (HARTFORD,CT)","1,544",D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00087,"PG&E Manchester St, (PROVIDENCE,RI)",0,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00089,"National Grid-MEDFORD (MIDDLESEX,MA)",0,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00093,"Dartmouth Power (NORFOLK,MA)",0,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00094,"Bellingham(NORFOLK,MA)",0,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00095,"Ocean St (PROVIDENCE,RI)",0,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00201,"Mahwah (BERGEN,NJ)","39,738",R,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00202,"Ramapo (ROCKLAND,NY)",0,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00205,"MENDON (NORFOLK,MA)",0,R,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00208,"AGT-WANAQUE INTERCONNECT (PASSAIC,NJ)",0,R,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00210,"Algonquin - Lambertville, NJ","152,536",R,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00211,"TETCO - Hanover (MORRIS,NJ)",0,R,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00214,"Ramapo - Millennium (ROCKLAND,NY)","91,511",R,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00215,"Salem Essex Co., MA (ESSEX,MA)",0,R,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00220,"Centerville-Transco (MORRIS,NJ)","16,998",R,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00230,"Marathon (MIDDLESEX,MA)",0,R,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00240,"Columbia Hanover (MORRIS,NJ)",0,R,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00251,"Brookfield (FAIRFIELD,CT)",0,R,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00271,"Everett Int. (MIDDLESEX,MA)",0,R,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00620,"Excelerate Energy LP - Excelerate MS - (ESSEX,MA)",0,R,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00621,"Excelerate Energy LP - Excellence MS -(ESSEX, MA)",0,R,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00622,"Excelerate Energy LP - NE Gateway-Explorer (ESSEX,MA)",0,R,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00623,"Excelerate Energy LP - Express (ESSEX,MA)",0,R,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00624,"Excelerate Energy LP - Exquisite (ESSEX,MA)",0,R,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00625,"Excelerate Energy LP - Expedient (ESSEX,MA)",0,R,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00626,"Excelerate Energy LP - Exemplar (ESSEX,MA)",0,R,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00630,"Suez Neptune LNG -(ESSEX, MA)",0,R,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00631,"Suez Cape Ann, LNG -(ESSEX, MA)",0,R,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00801,Milford Power,0,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00803,"FORE RIVER (NORFOLK,MA)",0,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00804,"Hebron (HARTFORD,CT)",12,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00805,"Franklin (NEW LONDON,CT)",283,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00806,Canal Generating,0,D,P,01/10/2023 06:05
12/02/2022 09:00,12/03/2022 08:59,00807,"North Haven Low Pressure (NEW HAVEN,CT)",0,D,P,01/10/2023 06:05
