Effective_From_DateTime,Effective_End_DateTime,Loc_Prop,Loc_Name,Allocated_Qty,Direction_Of_Flow,Accounting_Physincal_Indicator,Posting_DateTime
12/03/2022 09:00,12/04/2022 08:59,00001,"Partroy (MORRIS,NJ)",0,D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00002,"Waterbury (NEW HAVEN,CT)","4,014",D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00003,North Haven (NEW HAVEN),"16,921",D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00004,"National Grid-DEY ST. (PROVIDENCE,RI)","1,214",D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00005,"Willimantic (NEW HAVEN, CT)",473,D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00006,"Mohegan Park (NEW LONDON,CT)",0,D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00007,"Waterford (NEW LONDON,CT)","1,016",D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00008,"National Grid-WESTERLY (WASHINGTON,RI)",359,D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00009,"Putnam (WINDHAM,CT)",183,D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00010,"National Grid - E. Providence (PROVIDENCE,RI)","10,084",D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00011,"Taunton (BRISTOL, MA)","5,399",D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00012,"National Grid - WARREN (BRISTOL,RI)",672,D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00013,"National Grid- Portsmouth (NEWPORT,RI)","1,369",D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00015,"Freetown (BRISTOL,MA)",702,D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00016,"New England Gas Company Fall River (BRISTOL,MA)","9,533",D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00017,"New Bedford (BRISTOL,MA)","1,608",D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00018,"National Grid-BOURNE (BARNSTABLE,MA)","1,858",D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00019,"Plymouth (PLYMOUTH,MA)",527,D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00020,"Milford (WORCESTER,MA)",298,D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00021,"National Grid- NORWOOD (NORFOLK,MA)",597,D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00022,"Westwood (NORFOLK, MA)","1,032",D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00023,"National Grid- EAST BRAINTREE (NORFOLK,MA)","1,753",D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00024,"Brockton (PLYMOUTH,MA)","13,808",D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00025,"Hopedale (NORFOLK,MA)",318,D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00027,"National Grid- EVERETT (MIDDLESEX,MA)","3,652",D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00028,"Brookford ST (MIDDLESEX,MA)","1,046",D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00029,"Middleboro (PLYMOUTH,MA)",845,D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00030,"Guilford (NEW HAVEN,CT)","2,640",D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00031,"Kensington New Haven, CT","2,185",D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00032,"National Grid-WALTHAM (MIDDLESEX,MA)","2,165",D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00033,"National Grid - TIVERTON (NEWPORT,RI)",69,D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00034,"New England Gas Company No. Attleboro (BRISTOL,MA)","1,897",D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00035,"Salem Pike (NORWICH, CT)",0,D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00036,"West Medway (NORFOLK,MA)","3,278",D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00037,"South Attleboro (BRISTOL, MA)","2,957",D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00038,"Charles River RD (NORFOLK,MA)",481,D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00039,"Suffern (ROCKLAND,NY)",0,D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00040,"Stony Point (ROCKLAND,NY)",0,D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00041,"Peekskill (WESTCHESTER,NY)",0,D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00043,"Ashland (MIDDLESEX,MA)",881,D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00044,"National Grid-Burrillville (PROVIDENCE,RI)",56,D,P,01/10/2023 06:05
12/03/2022 09:00,12/04/2022 08:59,00045,Somers  (Westchester),0,D,P,01/10/2023 06:05
