Effective_From_DateTime,Effective_End_DateTime,Loc_Prop,Loc_Name,Allocated_Qty,Direction_Of_Flow,Accounting_Physincal_Indicator,Posting_DateTime
12/06/2022 09:00,12/07/2022 08:59,00001,"Partroy (MORRIS,NJ)",0,D,P,01/10/2023 06:05
12/06/2022 09:00,12/07/2022 08:59,00002,"Waterbury (NEW HAVEN,CT)","6,611",D,P,01/10/2023 06:05
12/06/2022 09:00,12/07/2022 08:59,00003,North Haven (NEW HAVEN),"3,982",D,P,01/10/2023 06:05
12/06/2022 09:00,12/07/2022 08:59,00004,"National Grid-DEY ST. (PROVIDENCE,RI)","2,738",D,P,01/10/2023 06:05
12/06/2022 09:00,12/07/2022 08:59,00005,"Willimantic (NEW HAVEN, CT)",618,D,P,01/10/2023 06:05
12/06/2022 09:00,12/07/2022 08:59,00006,"Mohegan Park (NEW LONDON,CT)",0,D,P,01/10/2023 06:05
12/06/2022 09:00,12/07/2022 08:59,00007,"Waterford (NEW LONDON,CT)","1,292",D,P,01/10/2023 06:05
12/06/2022 09:00,12/07/2022 08:59,00008,"National Grid-WESTERLY (WASHINGTON,RI)",560,D,P,01/10/2023 06:05
12/06/2022 09:00,12/07/2022 08:59,00009,"Putnam (WINDHAM,CT)",391,D,P,01/10/2023 06:05
12/06/2022 09:00,12/07/2022 08:59,00010,"National Grid - E. Providence (PROVIDENCE,RI)","14,022",D,P,01/10/2023 06:05
12/06/2022 09:00,12/07/2022 08:59,00011,"Taunton (BRISTOL, MA)","4,410",D,P,01/10/2023 06:05
12/06/2022 09:00,12/07/2022 08:59,00012,"National Grid - WARREN (BRISTOL,RI)",905,D,P,01/10/2023 06:05
12/06/2022 09:00,12/07/2022 08:59,00013,"National Grid- Portsmouth (NEWPORT,RI)","1,800",D,P,01/10/2023 06:05
12/06/2022 09:00,12/07/2022 08:59,00015,"Freetown (BRISTOL,MA)",243,D,P,01/10/2023 06:05
12/06/2022 09:00,12/07/2022 08:59,00016,"New England Gas Company Fall River (BRISTOL,MA)","9,194",D,P,01/10/2023 06:05
12/06/2022 09:00,12/07/2022 08:59,00017,"New Bedford (BRISTOL,MA)","1,030",D,P,01/10/2023 06:05
12/06/2022 09:00,12/07/2022 08:59,00018,"National Grid-BOURNE (BARNSTABLE,MA)","2,354",D,P,01/10/2023 06:05
12/06/2022 09:00,12/07/2022 08:59,00019,"Plymouth (PLYMOUTH,MA)",265,D,P,01/10/2023 06:05
12/06/2022 09:00,12/07/2022 08:59,00020,"Milford (WORCESTER,MA)",150,D,P,01/10/2023 06:05
12/06/2022 09:00,12/07/2022 08:59,00021,"National Grid- NORWOOD (NORFOLK,MA)",906,D,P,01/10/2023 06:05
12/06/2022 09:00,12/07/2022 08:59,00022,"Westwood (NORFOLK, MA)",534,D,P,01/10/2023 06:05
12/06/2022 09:00,12/07/2022 08:59,00023,"National Grid- EAST BRAINTREE (NORFOLK,MA)","2,240",D,P,01/10/2023 06:05
12/06/2022 09:00,12/07/2022 08:59,00024,"Brockton (PLYMOUTH,MA)","12,958",D,P,01/10/2023 06:05
12/06/2022 09:00,12/07/2022 08:59,00025,"Hopedale (NORFOLK,MA)",158,D,P,01/10/2023 06:05
12/06/2022 09:00,12/07/2022 08:59,00027,"National Grid- EVERETT (MIDDLESEX,MA)","5,755",D,P,01/10/2023 06:05
12/06/2022 09:00,12/07/2022 08:59,00028,"Brookford ST (MIDDLESEX,MA)",517,D,P,01/10/2023 06:05
12/06/2022 09:00,12/07/2022 08:59,00029,"Middleboro (PLYMOUTH,MA)",513,D,P,01/10/2023 06:05
12/06/2022 09:00,12/07/2022 08:59,00030,"Guilford (NEW HAVEN,CT)",454,D,P,01/10/2023 06:05
12/06/2022 09:00,12/07/2022 08:59,00031,"Kensington New Haven, CT","1,114",D,P,01/10/2023 06:05
12/06/2022 09:00,12/07/2022 08:59,00032,"National Grid-WALTHAM (MIDDLESEX,MA)","1,082",D,P,01/10/2023 06:05
12/06/2022 09:00,12/07/2022 08:59,00033,"National Grid - TIVERTON (NEWPORT,RI)",92,D,P,01/10/2023 06:05
12/06/2022 09:00,12/07/2022 08:59,00034,"New England Gas Company No. Attleboro (BRISTOL,MA)","1,779",D,P,01/10/2023 06:05
12/06/2022 09:00,12/07/2022 08:59,00035,"Salem Pike (NORWICH, CT)",0,D,P,01/10/2023 06:05
12/06/2022 09:00,12/07/2022 08:59,00036,"West Medway (NORFOLK,MA)","3,228",D,P,01/10/2023 06:05
12/06/2022 09:00,12/07/2022 08:59,00037,"South Attleboro (BRISTOL, MA)","2,613",D,P,01/10/2023 06:05
