Effective_From_DateTime,Effective_End_DateTime,Loc_Prop,Loc_Name,Allocated_Qty,Direction_Of_Flow,Accounting_Physincal_Indicator,Posting_DateTime
01/19/2023 09:00,01/20/2023 08:59,00001,"Partroy (MORRIS,NJ)",0,D,P,02/10/2023 06:05
01/19/2023 09:00,01/20/2023 08:59,00002,"Waterbury (NEW HAVEN,CT)","6,495",D,P,02/10/2023 06:05
01/19/2023 09:00,01/20/2023 08:59,00003,North Haven (NEW HAVEN),"29,531",D,P,02/10/2023 06:05
01/19/2023 09:00,01/20/2023 08:59,00004,"National Grid-DEY ST. (PROVIDENCE,RI)","6,117",D,P,02/10/2023 06:05
01/19/2023 09:00,01/20/2023 08:59,00005,"Willimantic (NEW HAVEN, CT)",619,D,P,02/10/2023 06:05
01/19/2023 09:00,01/20/2023 08:59,00006,"Mohegan Park (NEW LONDON,CT)",0,D,P,02/10/2023 06:05
01/19/2023 09:00,01/20/2023 08:59,00007,"Waterford (NEW LONDON,CT)","1,425",D,P,02/10/2023 06:05
01/19/2023 09:00,01/20/2023 08:59,00008,"National Grid-WESTERLY (WASHINGTON,RI)",654,D,P,02/10/2023 06:05
01/19/2023 09:00,01/20/2023 08:59,00009,"Putnam (WINDHAM,CT)",283,D,P,02/10/2023 06:05
01/19/2023 09:00,01/20/2023 08:59,00010,"National Grid - E. Providence (PROVIDENCE,RI)","13,386",D,P,02/10/2023 06:05
01/19/2023 09:00,01/20/2023 08:59,00011,"Taunton (BRISTOL, MA)","6,653",D,P,02/10/2023 06:05
01/19/2023 09:00,01/20/2023 08:59,00012,"National Grid - WARREN (BRISTOL,RI)","1,863",D,P,02/10/2023 06:05
01/19/2023 09:00,01/20/2023 08:59,00013,"National Grid- Portsmouth (NEWPORT,RI)","3,376",D,P,02/10/2023 06:05
01/19/2023 09:00,01/20/2023 08:59,00015,"Freetown (BRISTOL,MA)",864,D,P,02/10/2023 06:05
01/19/2023 09:00,01/20/2023 08:59,00016,"New England Gas Company Fall River (BRISTOL,MA)","11,538",D,P,02/10/2023 06:05
01/19/2023 09:00,01/20/2023 08:59,00017,"New Bedford (BRISTOL,MA)","2,038",D,P,02/10/2023 06:05
01/19/2023 09:00,01/20/2023 08:59,00018,"National Grid-BOURNE (BARNSTABLE,MA)","3,988",D,P,02/10/2023 06:05
01/19/2023 09:00,01/20/2023 08:59,00019,"Plymouth (PLYMOUTH,MA)",636,D,P,02/10/2023 06:05
01/19/2023 09:00,01/20/2023 08:59,00020,"Milford (WORCESTER,MA)",349,D,P,02/10/2023 06:05
01/19/2023 09:00,01/20/2023 08:59,00021,"National Grid- NORWOOD (NORFOLK,MA)","1,637",D,P,02/10/2023 06:05
01/19/2023 09:00,01/20/2023 08:59,00022,"Westwood (NORFOLK, MA)","1,190",D,P,02/10/2023 06:05
