Effective_From_DateTime,Effective_End_DateTime,Loc_Prop,Loc_Name,Allocated_Qty,Direction_Of_Flow,Accounting_Physincal_Indicator,Posting_DateTime
01/16/2023 09:00,01/17/2023 08:59,00001,"Partroy (MORRIS,NJ)",0,D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00002,"Waterbury (NEW HAVEN,CT)","7,204",D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00003,North Haven (NEW HAVEN),"37,738",D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00004,"National Grid-DEY ST. (PROVIDENCE,RI)","8,918",D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00005,"Willimantic (NEW HAVEN, CT)",622,D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00006,"Mohegan Park (NEW LONDON,CT)",0,D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00007,"Waterford (NEW LONDON,CT)","1,466",D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00008,"National Grid-WESTERLY (WASHINGTON,RI)",860,D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00009,"Putnam (WINDHAM,CT)",277,D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00010,"National Grid - E. Providence (PROVIDENCE,RI)","14,468",D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00011,"Taunton (BRISTOL, MA)","6,956",D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00012,"National Grid - WARREN (BRISTOL,RI)","2,713",D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00013,"National Grid- Portsmouth (NEWPORT,RI)","4,998",D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00015,"Freetown (BRISTOL,MA)","1,468",D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00016,"New England Gas Company Fall River (BRISTOL,MA)","13,184",D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00017,"New Bedford (BRISTOL,MA)","4,439",D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00018,"National Grid-BOURNE (BARNSTABLE,MA)","6,441",D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00019,"Plymouth (PLYMOUTH,MA)","1,325",D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00020,"Milford (WORCESTER,MA)",666,D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00021,"National Grid- NORWOOD (NORFOLK,MA)","2,317",D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00022,"Westwood (NORFOLK, MA)","2,372",D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00023,"National Grid- EAST BRAINTREE (NORFOLK,MA)","6,992",D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00024,"Brockton (PLYMOUTH,MA)","19,186",D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00025,"Hopedale (NORFOLK,MA)",668,D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00027,"National Grid- EVERETT (MIDDLESEX,MA)","21,238",D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00028,"Brookford ST (MIDDLESEX,MA)","3,087",D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00029,"Middleboro (PLYMOUTH,MA)",545,D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00030,"Guilford (NEW HAVEN,CT)","7,196",D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00031,"Kensington New Haven, CT","1,945",D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00032,"National Grid-WALTHAM (MIDDLESEX,MA)","2,726",D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00033,"National Grid - TIVERTON (NEWPORT,RI)",250,D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00034,"New England Gas Company No. Attleboro (BRISTOL,MA)","2,728",D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00035,"Salem Pike (NORWICH, CT)",0,D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00036,"West Medway (NORFOLK,MA)","4,601",D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00037,"South Attleboro (BRISTOL, MA)","4,064",D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00038,"Charles River RD (NORFOLK,MA)","1,368",D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00039,"Suffern (ROCKLAND,NY)",0,D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00040,"Stony Point (ROCKLAND,NY)",0,D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00041,"Peekskill (WESTCHESTER,NY)",0,D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00043,"Ashland (MIDDLESEX,MA)","1,254",D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00044,"National Grid-Burrillville (PROVIDENCE,RI)",151,D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00045,Somers  (Westchester),0,D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00046,"Yantic (HARTFORD,CT)",0,D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00047,"Cortlandt (WESTCHESTER,NY)",0,D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00048,"Yorktown (WESTCHESTER,NY)",0,D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00049,"New England Gas Company Westport (BRISTOL,MA)","2,950",D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00050,"Pomfret (WINDHAM,CT)",815,D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00051,"National Grid-SAGAMORE (BARNSTABLE,MA)","2,589",D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00052,"National Grid-PONKAPOAG (NORFOLK,MA)","29,543",D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00053,"Norwichtown (NEW LONDON,CT)",0,D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00055,"Bernards (SOMERSET,NJ)",0,D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00056,"Morris (MORRIS,NJ)",0,D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00057,"National Grid-WESTON (MIDDLESEX,MA)",931,D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00058,"Canton (NORFOLK,MA)","3,983",D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00059,"MONTVILLE (NEW LONDON,CT)","5,584",D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00060,"Southington (HARTFORD,CT)",639,D,P,02/10/2023 06:05
01/16/2023 09:00,01/17/2023 08:59,00061,"Woodland RD (NORFOLK,MA)",226,D,P,02/10/2023 06:05
