Effective_From_DateTime,Effective_End_DateTime,Loc_Prop,Loc_Name,Allocated_Qty,Direction_Of_Flow,Accounting_Physincal_Indicator,Posting_DateTime
11/12/2022 09:00,11/13/2022 08:59,00001,"Partroy (MORRIS,NJ)",0,D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00002,"Waterbury (NEW HAVEN,CT)","3,108",D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00003,North Haven (NEW HAVEN),"13,578",D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00004,"National Grid-DEY ST. (PROVIDENCE,RI)",463,D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00005,"Willimantic (NEW HAVEN, CT)",257,D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00006,"Mohegan Park (NEW LONDON,CT)",0,D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00007,"Waterford (NEW LONDON,CT)",548,D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00008,"National Grid-WESTERLY (WASHINGTON,RI)",403,D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00009,"Putnam (WINDHAM,CT)",80,D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00010,"National Grid - E. Providence (PROVIDENCE,RI)","17,700",D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00011,"Taunton (BRISTOL, MA)",197,D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00012,"National Grid - WARREN (BRISTOL,RI)",569,D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00013,"National Grid- Portsmouth (NEWPORT,RI)","1,691",D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00015,"Freetown (BRISTOL,MA)",810,D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00016,"New England Gas Company Fall River (BRISTOL,MA)","3,723",D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00017,"New Bedford (BRISTOL,MA)","2,541",D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00018,"National Grid-BOURNE (BARNSTABLE,MA)","1,689",D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00019,"Plymouth (PLYMOUTH,MA)",786,D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00020,"Milford (WORCESTER,MA)",35,D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00021,"National Grid- NORWOOD (NORFOLK,MA)",547,D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00022,"Westwood (NORFOLK, MA)","1,803",D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00023,"National Grid- EAST BRAINTREE (NORFOLK,MA)",23,D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00024,"Brockton (PLYMOUTH,MA)",364,D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00025,"Hopedale (NORFOLK,MA)",717,D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00027,"National Grid- EVERETT (MIDDLESEX,MA)","2,850",D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00028,"Brookford ST (MIDDLESEX,MA)","2,004",D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00029,"Middleboro (PLYMOUTH,MA)",450,D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00030,"Guilford (NEW HAVEN,CT)","3,479",D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00031,"Kensington New Haven, CT",513,D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00032,"National Grid-WALTHAM (MIDDLESEX,MA)",845,D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00033,"National Grid - TIVERTON (NEWPORT,RI)",67,D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00034,"New England Gas Company No. Attleboro (BRISTOL,MA)",883,D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00035,"Salem Pike (NORWICH, CT)",0,D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00036,"West Medway (NORFOLK,MA)",128,D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00037,"South Attleboro (BRISTOL, MA)",107,D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00038,"Charles River RD (NORFOLK,MA)",0,D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00039,"Suffern (ROCKLAND,NY)",0,D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00040,"Stony Point (ROCKLAND,NY)",0,D,P,12/10/2022 06:05
11/12/2022 09:00,11/13/2022 08:59,00041,"Peekskill (WESTCHESTER,NY)",0,D,P,12/10/2022 06:05
