Effective_From_DateTime,Effective_End_DateTime,Loc_Prop,Loc_Name,Allocated_Qty,Direction_Of_Flow,Accounting_Physincal_Indicator,Posting_DateTime
11/07/2025 09:00,11/08/2025 08:59,00001,"Partroy (MORRIS,NJ)",0,D,P,11/09/2025 09:00
11/07/2025 09:00,11/08/2025 08:59,00002,"Waterbury (NEW HAVEN,CT)","1,806",D,P,11/09/2025 09:00
11/07/2025 09:00,11/08/2025 08:59,00003,North Haven (NEW HAVEN),"5,226",D,P,11/09/2025 09:00
11/07/2025 09:00,11/08/2025 08:59,00004,"Rhode Island Energy -DEY ST. (PROVIDENCE,RI)","5,787",D,P,11/09/2025 09:00
11/07/2025 09:00,11/08/2025 08:59,00005,"Willimantic (NEW HAVEN, CT)",263,D,P,11/09/2025 09:00
11/07/2025 09:00,11/08/2025 08:59,00006,"Mohegan Park (NEW LONDON,CT)",0,D,P,11/09/2025 09:00
11/07/2025 09:00,11/08/2025 08:59,00007,"Waterford (NEW LONDON,CT)",541,D,P,11/09/2025 09:00
11/07/2025 09:00,11/08/2025 08:59,00008,"Rhode Island Energy-WESTERLY (WASHINGTON,RI)",907,D,P,11/09/2025 09:00
11/07/2025 09:00,11/08/2025 08:59,00009,"Putnam (WINDHAM,CT)",81,D,P,11/09/2025 09:00
11/07/2025 09:00,11/08/2025 08:59,00010,"Rhode Island Energy - E. Providence (PROVIDENCE,RI)","16,163",D,P,11/09/2025 09:00
11/07/2025 09:00,11/08/2025 08:59,00011,"Taunton (BRISTOL, MA)","3,324",D,P,11/09/2025 09:00
11/07/2025 09:00,11/08/2025 08:59,00012,"Rhode Island Energy - WARREN (BRISTOL,RI)","1,793",D,P,11/09/2025 09:00
11/07/2025 09:00,11/08/2025 08:59,00013,"Rhode Island Energy- Portsmouth (NEWPORT,RI)","3,356",D,P,11/09/2025 09:00
11/07/2025 09:00,11/08/2025 08:59,00015,"Freetown (BRISTOL,MA)","1,369",D,P,11/09/2025 09:00
11/07/2025 09:00,11/08/2025 08:59,00016,"New England Gas Company Fall River (BRISTOL,MA)","7,533",D,P,11/09/2025 09:00
11/07/2025 09:00,11/08/2025 08:59,00017,"New Bedford (BRISTOL,MA)","1,916",D,P,11/09/2025 09:00
11/07/2025 09:00,11/08/2025 08:59,00018,Bourne Station Relocation (Mainland Bourne),649,D,P,11/09/2025 09:00
11/07/2025 09:00,11/08/2025 08:59,00019,"Plymouth (PLYMOUTH,MA)",711,D,P,11/09/2025 09:00
11/07/2025 09:00,11/08/2025 08:59,00020,"Milford (WORCESTER,MA)",319,D,P,11/09/2025 09:00
