GFLOC,LocPurpDesc,Loc,LocName,LocZn,IT,FlowInd,LocSegment,DesignCapacity,OperatingCapacity,TotalScheduledQuantity,OperationallyAvailableCapacity,AllQtyAvail,QtyReason,Timestamp,GFPipeID,EffGasDayTime,TSP_Name,PipeCode,CycleDesc
118OA000001D,Delivery Location,1,"Partroy (MORRIS,NJ)",,N,D,,18022.0,18022.0,5500.0,12522.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000002D,Delivery Location,2,"Waterbury (NEW HAVEN,CT)",,N,D,,208442.0,216006.0,4721.0,211285.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000003D,Delivery Location,3,North Haven (NEW HAVEN),,N,D,,342081.0,342081.0,63829.0,278252.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000004D,Delivery Location,4,"Rhode Island Energy -DEY ST. (PROVIDENCE,RI)",,N,D,,157437.0,157437.0,37850.0,119587.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000005D,Delivery Location,5,"Willimantic (NEW HAVEN, CT)",,N,D,,15880.0,15880.0,2530.0,13350.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000006D,Delivery Location,6,"Mohegan Park (NEW LONDON,CT)",,N,D,,25597.0,26692.0,6020.0,20672.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000007D,Delivery Location,7,"Waterford (NEW LONDON,CT)",,N,D,,60849.0,60849.0,2541.0,58308.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000008D,Delivery Location,8,"Rhode Island Energy-WESTERLY (WASHINGTON,RI)",,N,D,,10265.0,10265.0,4681.0,5584.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000009D,Delivery Location,9,"Putnam (WINDHAM,CT)",,N,D,,31570.0,32187.0,850.0,31337.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000010D,Delivery Location,10,"Rhode Island Energy - E. Providence (PROVIDENCE,RI)",,N,D,,147347.0,147347.0,16928.0,130419.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000011D,Delivery Location,11,"Taunton (BRISTOL, MA)",,N,D,,67232.0,67232.0,9930.0,57302.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000012D,Delivery Location,12,"Rhode Island Energy - WARREN (BRISTOL,RI)",,N,D,,30409.0,30409.0,7780.0,22629.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000013D,Delivery Location,13,"Rhode Island Energy- Portsmouth (NEWPORT,RI)",,N,D,,87827.0,87827.0,2177.0,85650.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000015D,Delivery Location,15,"Freetown (BRISTOL,MA)",,N,D,,77515.0,77515.0,818.0,76697.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000016D,Delivery Location,16,"New England Gas Company Fall River (BRISTOL,MA)",,N,D,,116021.0,116021.0,16097.0,99924.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000017D,Delivery Location,17,"New Bedford (BRISTOL,MA)",,N,D,,116072.0,116072.0,20162.0,95910.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000018D,Delivery Location,18,Bourne Station Relocation (Mainland Bourne),,N,D,,116996.0,116996.0,4229.0,112767.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000019D,Delivery Location,19,"Plymouth (PLYMOUTH,MA)",,N,D,,30905.0,30905.0,10328.0,20577.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000020D,Delivery Location,20,"Milford (WORCESTER,MA)",,N,D,,23867.0,23867.0,87.0,23780.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000021D,Delivery Location,21,"National Grid- NORWOOD (NORFOLK,MA)",,N,D,,40089.0,45508.0,3078.0,42430.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000022D,Delivery Location,22,"Westwood (NORFOLK, MA)",,N,D,,93629.0,93629.0,1576.0,92053.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000023D,Delivery Location,23,"National Grid- EAST BRAINTREE (NORFOLK,MA)",,N,D,,107189.0,111671.0,33119.0,78552.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000024D,Delivery Location,24,"Brockton (PLYMOUTH,MA)",,N,D,,390174.0,513937.0,34159.0,479778.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000025D,Delivery Location,25,"Hopedale (NORFOLK,MA)",,N,D,,12377.0,12377.0,144.0,12233.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000027D,Delivery Location,27,"National Grid- EVERETT (MIDDLESEX,MA)",,N,D,,247268.0,247268.0,28368.0,218900.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000028D,Delivery Location,28,"Brookford ST (MIDDLESEX,MA)",,N,D,,66151.0,66151.0,0.0,66151.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000029D,Delivery Location,29,"Middleboro (PLYMOUTH,MA)",,N,D,,16445.0,17118.0,1650.0,15468.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000030D,Delivery Location,30,"Guilford (NEW HAVEN,CT)",,N,D,,74622.0,118839.0,517.0,118322.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000031D,Delivery Location,31,"Kensington New Haven, CT",,N,D,,143915.0,143915.0,13047.0,130868.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000032D,Delivery Location,32,"National Grid-WALTHAM (MIDDLESEX,MA)",,N,D,,95754.0,95754.0,5738.0,90016.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000033D,Delivery Location,33,"Rhode Island Energy - TIVERTON (NEWPORT,RI)",,N,D,,2040.0,2040.0,1170.0,870.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000034D,Delivery Location,34,"New England Gas Company No. Attleboro (BRISTOL,MA)",,N,D,,22483.0,22483.0,3442.0,19041.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000035D,Delivery Location,35,"Salem Pike (NORWICH, CT)",,N,D,,4791.0,4791.0,0.0,4791.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000036D,Delivery Location,36,"West Medway (NORFOLK,MA)",,N,D,,48840.0,48840.0,0.0,48840.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000037D,Delivery Location,37,"South Attleboro (BRISTOL, MA)",,N,D,,23217.0,24341.0,0.0,24341.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000038D,Delivery Location,38,"Charles River RD (NORFOLK,MA)",,N,D,,37548.0,37548.0,1872.0,35676.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000039D,Delivery Location,39,"Suffern (ROCKLAND,NY)",,N,D,,19130.0,23300.0,0.0,23300.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000040D,Delivery Location,40,"Stony Point (ROCKLAND,NY)",,N,D,,235188.0,235188.0,10353.0,224835.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000041D,Delivery Location,41,"Peekskill (WESTCHESTER,NY)",,N,D,,67138.0,67138.0,14932.0,52206.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000043D,Delivery Location,43,"Ashland (MIDDLESEX,MA)",,N,D,,94421.0,94421.0,2328.0,92093.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000044D,Delivery Location,44,"Rhode Island Energy-Burrillville (PROVIDENCE,RI)",,N,D,,12310.0,12310.0,0.0,12310.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000045D,Delivery Location,45,Somers  (Westchester),,N,D,,110800.0,110800.0,17946.0,92854.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000046D,Delivery Location,46,"Yantic (HARTFORD,CT)",,N,D,,5875.0,5875.0,0.0,5875.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000047D,Delivery Location,47,"Cortlandt (WESTCHESTER,NY)",,N,D,,16607.0,16607.0,0.0,16607.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000048D,Delivery Location,48,"Yorktown (WESTCHESTER,NY)",,N,D,,18324.0,18324.0,0.0,18324.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000049D,Delivery Location,49,"New England Gas Company Westport (BRISTOL,MA)",,N,D,,18929.0,18929.0,0.0,18929.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000050D,Delivery Location,50,"Pomfret (WINDHAM,CT)",,N,D,,23838.0,24871.0,4249.0,20622.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000051D,Delivery Location,51,Sagamore Station Relocation (Mainland Sagamore),,N,D,,90060.0,96729.0,14143.0,82586.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000052D,Delivery Location,52,"National Grid-PONKAPOAG (NORFOLK,MA)",,N,D,,393810.0,393810.0,59931.0,333879.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000053D,Delivery Location,53,"Norwichtown (NEW LONDON,CT)",,N,D,,6253.0,6253.0,0.0,6253.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000055D,Delivery Location,55,"Bernards (SOMERSET,NJ)",,N,D,,69485.0,75000.0,15000.0,60000.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000056D,Delivery Location,56,"Morris (MORRIS,NJ)",,N,D,,36500.0,36500.0,0.0,36500.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000057D,Delivery Location,57,"National Grid-WESTON (MIDDLESEX,MA)",,N,D,,15750.0,15750.0,616.0,15134.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000058D,Delivery Location,58,"Canton (NORFOLK,MA)",,N,D,,48840.0,48840.0,6045.0,42795.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000059D,Delivery Location,59,"MONTVILLE (NEW LONDON,CT)",,N,D,,240409.0,279277.0,41863.0,237414.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000060D,Delivery Location,60,"Southington (HARTFORD,CT)",,N,D,,15748.0,15748.0,64.0,15684.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000061D,Delivery Location,61,"Woodland RD (NORFOLK,MA)",,N,D,,6080.0,6080.0,0.0,6080.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000062D,Delivery Location,62,"Vernon (TOLLAND,CT)",,N,D,,85876.0,85876.0,156.0,85720.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000063D,Delivery Location,63,"Danbury (FAIRFIELD,CT)",,N,D,,35690.0,8000.0,5711.0,2289.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000064D,Delivery Location,64,"Rhode Island Energy-BARRINGTON (PROVIDENCE,RI)",,N,D,,14616.0,14616.0,0.0,14616.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000066D,Delivery Location,66,"Dover (NORFOLK,MA)",,N,D,,768.0,768.0,0.0,768.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000068D,Delivery Location,68,"Farmington (HARTFORD,CT)",,N,D,,19542.0,19542.0,9360.0,10182.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000069D,Delivery Location,69,"Oxford (NEW HAVEN, CT)",,N,D,,16600.0,16600.0,19.0,16581.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000071D,Delivery Location,71,"New England Gas Company Swansea (BRISTOL,MA)",,N,D,,38087.0,38087.0,0.0,38087.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000072D,Delivery Location,72,"Portland (MIDDLESEX,CT)",,N,D,,16410.0,16410.0,0.0,16410.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000074D,Delivery Location,74,"National Grid-WELLESLEY (NORFOLK,MA)",,N,D,,183583.0,182563.0,17263.0,165300.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000075D,Delivery Location,75,"GLASTONBURY (HARTFORD,CT)",,N,D,,258506.0,275773.0,25074.0,250699.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000076D,Delivery Location,76,"MANSFIELD (TOLLAND,CT)",,N,D,,24266.0,24266.0,0.0,24266.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000077D,Delivery Location,77,"DEFCO (NEW HAVEN,CT)",,N,D,,3870.0,3870.0,0.0,3870.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000078D,Delivery Location,78,"CROMWELL (MIDDLESEX,CT)",,N,D,,173244.0,173244.0,2221.0,171023.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000079D,Delivery Location,79,"SOUTHBURY (NEW HAVEN,CT)",,N,D,,12481.0,12481.0,3371.0,9110.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000080D,Delivery Location,80,"National Grid-POLAROID (MIDDLESEX,MA)",,N,D,,93554.0,93554.0,7538.0,86016.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000081D,Delivery Location,81,"National Grid-POTTER St. (NORFOLK,MA)",,N,D,,127376.0,127376.0,0.0,127376.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000082D,Delivery Location,82,"Stonington (NEW LONDON,CT)",,N,D,,4820.0,4820.0,49.0,4771.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000083D,Delivery Location,83,"Rhode Island Energy-CUMBERLAND (PROVIDENCE,RI)",,N,D,,6210.0,6210.0,1000.0,5210.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000084D,Delivery Location,84,"Southeast (PUTNAM,NY)",,N,D,,62466.0,62466.0,2114.0,60352.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000085D,Delivery Location,85,"Bristol (HARTFORD,CT)",,N,D,,26841.0,26841.0,6739.0,20102.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000087D,Delivery Location,87,"PG&E Manchester St, (PROVIDENCE,RI)",,N,D,,262534.0,262534.0,70852.0,191682.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000089D,Delivery Location,89,"National Grid-MEDFORD (MIDDLESEX,MA)",,N,D,,147578.0,147578.0,2317.0,145261.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000093D,Delivery Location,93,"Dartmouth Power (NORFOLK,MA)",,N,D,,60391.0,60391.0,0.0,60391.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000094D,Delivery Location,94,"Bellingham(NORFOLK,MA)",,N,D,,202902.0,202902.0,0.0,202902.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000095D,Delivery Location,95,"Ocean St (PROVIDENCE,RI)",,N,D,,339032.0,352853.0,0.0,352853.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000201R,Receipt Location,201,"Mahwah (BERGEN,NJ)",,N,R,,257072.0,991350.0,942379.0,48971.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000202D,Delivery Location,202,"Ramapo (ROCKLAND,NY)",,N,D,,922748.0,982988.0,23000.0,959988.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000205R,Receipt Location,205,"MENDON (NORFOLK,MA)",,N,R,,278736.0,278736.0,55672.0,223064.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000206R,Receipt Location,206,"Lincoln(MIDDLESEX,MA)",,N,R,,85905.0,94301.0,0.0,94301.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000208R,Receipt Location,208,"AGT-WANAQUE INTERCONNECT (PASSAIC,NJ)",,N,R,,39727.0,39727.0,0.0,39727.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000210R,Receipt Location,210,"Algonquin - Lambertville, NJ",,Y,R,,1050454.0,1050454.0,303676.0,746778.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000211R,Receipt Location,211,"TETCO - Hanover (MORRIS,NJ)",,N,R,,579879.0,586911.0,33497.0,553414.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000214R,Receipt Location,214,"Ramapo - Millennium (ROCKLAND,NY)",,N,R,,865722.0,1600000.0,882574.0,717426.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000215R,Receipt Location,215,"Salem Essex Co., MA (ESSEX,MA)",,N,R,,720200.0,720200.0,0.0,720200.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000220R,Receipt Location,220,"Centerville-Transco (MORRIS,NJ)",,N,R,,222536.0,232311.0,164509.0,67802.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000230R,Receipt Location,230,"Marathon (MIDDLESEX,MA)",,N,R,,177830.0,177830.0,0.0,177830.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000240R,Receipt Location,240,"Columbia Hanover (MORRIS,NJ)",,N,R,,372868.0,372868.0,57214.0,315654.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000251R,Receipt Location,251,"Brookfield (FAIRFIELD,CT)",,N,R,,370000.0,370000.0,21204.0,348796.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000271R,Receipt Location,271,"Everett Int. (MIDDLESEX,MA)",,N,R,,275200.0,275200.0,0.0,275200.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000620R,Receipt Location,620,"Excelerate Energy LP - Excelerate MS - (ESSEX,MA)",,N,R,,400000.0,0.0,0.0,0.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000621R,Receipt Location,621,"Excelerate Energy LP - Excellence MS -(ESSEX, MA)",,N,R,,400000.0,0.0,0.0,0.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000622R,Receipt Location,622,"Excelerate Energy LP - NE Gateway-Explorer (ESSEX,MA)",,N,R,,400000.0,0.0,0.0,0.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000624R,Receipt Location,624,"Excelerate Energy LP - Exquisite (ESSEX,MA)",,N,R,,400000.0,0.0,0.0,0.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000625R,Receipt Location,625,"Excelerate Energy LP - Expedient (ESSEX,MA)",,N,R,,400000.0,0.0,0.0,0.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000626R,Receipt Location,626,"Excelerate Energy LP - Exemplar (ESSEX,MA)",,N,R,,400000.0,0.0,0.0,0.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000630R,Receipt Location,630,"Suez Neptune LNG -(ESSEX, MA)",,N,R,,400000.0,400000.0,0.0,400000.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000631R,Receipt Location,631,"Suez Cape Ann, LNG -(ESSEX, MA)",,N,R,,400000.0,400000.0,0.0,400000.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000801D,Delivery Location,801,Milford Power,,N,D,,100945.0,103975.0,0.0,103975.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000802D,Delivery Location,802,"Ledyard (NEW LONDON,CT)",,N,D,,3750.0,4560.0,0.0,4560.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000803D,Delivery Location,803,"FORE RIVER (NORFOLK,MA)",,N,D,,142479.0,142479.0,67513.0,74966.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000804D,Delivery Location,804,"Hebron (HARTFORD,CT)",,N,D,,8224.0,8497.0,2000.0,6497.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000805D,Delivery Location,805,"Franklin (NEW LONDON,CT)",,N,D,,28370.0,28370.0,0.0,28370.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000806D,Delivery Location,806,Canal Generating,,N,D,,117739.0,117739.0,0.0,117739.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000810D,Delivery Location,810,"Middletown, (MIDDLESEX,CT)",,N,D,,184390.0,186820.0,750.0,186070.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000811D,Delivery Location,811,"North Somers (WESTCHESTER,NY)",,N,D,,8800.0,8800.0,0.0,8800.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000812D,Delivery Location,812,"TMPL (BRISTOL,MA)",,N,D,,70818.0,81497.0,0.0,81497.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000813D,Delivery Location,813,"National Grid-ROCHESTER (PLYMOUTH,MA)",,N,D,,29367.0,31698.0,1689.0,30009.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
118OA000814D,Delivery Location,814,"ANP BELLINGHAM ENERGY COMPANY (NORFOLK,MA)",,N,D,,186630.0,186630.0,66016.0,120614.0,Y,,2025-11-27T15:27:42.503097,118,2025-11-26,ALGONQUIN,AG,INTRDY_2025-11-27_0901
