GFLOC,LocPurpDesc,Loc,LocName,LocZn,IT,FlowInd,LocSegment,DesignCapacity,OperatingCapacity,TotalScheduledQuantity,OperationallyAvailableCapacity,AllQtyAvail,QtyReason,Timestamp,GFPipeID,EffGasDayTime,TSP_Name,PipeCode,CycleDesc
107OA059015D,Delivery Location,59015,MTUD CARTHAGE,,N,D,,12360.0,12360.0,0.0,12360.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059016D,Delivery Location,59016,CHATTANOOGA OOLTEWAH,,N,D,,12695.0,13113.0,2819.0,10294.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059017D,Delivery Location,59017,CHATTANOOGA SIGNAL MOUNTAIN,,N,D,,7647.0,7647.0,2757.0,4890.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059019D,Delivery Location,59019,SOUTH PITTSBURG,,N,D,,6681.0,6702.0,1876.0,4826.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059020D,Delivery Location,59020,ORUD,,N,D,,17442.0,17476.0,5734.0,11742.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059021D,Delivery Location,59021,DOE C STATION,,N,D,,8729.0,8747.0,2469.0,6278.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059022D,Delivery Location,59022,UCG RADFORD,,N,D,,12835.0,13545.0,4883.0,8662.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059024D,Delivery Location,59024,CHATTANOOGA CLEVELAND,,N,D,,29704.0,29802.0,21615.0,8187.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059025D,Delivery Location,59025,GALLATIN WEST,,N,D,,6702.0,7174.0,2975.0,4199.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059026D,Delivery Location,59026,UCG COLUMBIA WEST,,N,D,,7416.0,7416.0,0.0,7416.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059027D,Delivery Location,59027,UCG MORRISTOWN,,N,D,,12017.0,13000.0,1053.0,11947.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059028D,Delivery Location,59028,UCG JOHNSON CITY EAST,,N,D,,10466.0,10521.0,5333.0,5188.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059029D,Delivery Location,59029,COOKEVILLE,,N,D,,12363.0,12363.0,6647.0,5716.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059031D,Delivery Location,59031,MTUD MONTEREY,,N,D,,27190.0,27190.0,10359.0,16831.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059032D,Delivery Location,59032,HARRIMAN,,N,D,,11127.0,11153.0,2000.0,9153.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059033D,Delivery Location,59033,ROCKWOOD,,N,D,,14165.0,14206.0,1690.0,12516.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059034D,Delivery Location,59034,ERPUD TULLAHOMA,,N,D,,11305.0,11456.0,4710.0,6746.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059035D,Delivery Location,59035,PCUD CLINTON,,N,D,,13410.0,13764.0,246.0,13518.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059036D,Delivery Location,59036,ERPUD A E D C,,N,D,,24849.0,26024.0,4009.0,22015.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059038D,Delivery Location,59038,LEWISBURG,,N,D,,12763.0,12763.0,5166.0,7597.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059039D,Delivery Location,59039,LOUDON -LINE,,N,D,,10946.0,11101.0,3000.0,8101.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059040D,Delivery Location,59040,MTUD ALTO,,N,D,,13410.0,14064.0,0.0,14064.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059041D,Delivery Location,59041,ATHENS,,N,D,,12535.0,12592.0,5749.0,6843.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059043D,Delivery Location,59043,JCCUD NEWPORT,,N,D,,24176.0,24176.0,9456.0,14720.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059044D,Delivery Location,59044,JCCUD JEFFERSON CITY,,N,D,,13012.0,13422.0,1070.0,12352.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059045D,Delivery Location,59045,ARCONIC South,,N,D,,27628.0,28238.0,11250.0,16988.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059046D,Delivery Location,59046,UCG MARYVILLE,,N,D,,14305.0,14356.0,2744.0,11612.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059047D,Delivery Location,59047,ARCONIC North,,N,D,,12188.0,12247.0,0.0,12247.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059048D,Delivery Location,59048,UCG MARYVILLE EAST,,N,D,,3204.0,3204.0,494.0,2710.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059049D,Delivery Location,59049,UCG GREENVILLE,,N,D,,13037.0,13299.0,6344.0,6955.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059050D,Delivery Location,59050,UCG JOHNSON CITY WEST,,N,D,,14186.0,14227.0,2954.0,11273.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059051D,Delivery Location,59051,UCG KINGSPORT SOUTH,,N,D,,13459.0,13582.0,7134.0,6448.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059053D,Delivery Location,59053,UNICOI ERWIN,,N,D,,13100.0,13508.0,4420.0,9088.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059055D,Delivery Location,59055,UCG COLUMBIA NORTH,,N,D,,13113.0,13150.0,0.0,13150.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059058D,Delivery Location,59058,GALLATIN,,N,D,,6233.0,6233.0,0.0,6233.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059059D,Delivery Location,59059,ROCKFORD,,N,D,,12554.0,12746.0,75.0,12671.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059061D,Delivery Location,59061,UCG SHELBYVILLE,,N,D,,14451.0,14532.0,5462.0,9070.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059062D,Delivery Location,59062,MT PLEASANT CITY,,N,D,,5473.0,5499.0,800.0,4699.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059064D,Delivery Location,59064,DOE B STATION,,N,D,,5653.0,5678.0,3452.0,2226.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059066D,Delivery Location,59066,MEAD,,N,D,,20600.0,20600.0,9254.0,11346.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059067D,Delivery Location,59067,UCG KINGSPORT NORTH,,N,D,,455.0,466.0,5689.0,0.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059068D,Delivery Location,59068,SEVIERVILLE,,N,D,,13447.0,14004.0,4250.0,9754.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059069D,Delivery Location,59069,UCG WYTHEVILLE,,N,D,,14650.0,15364.0,2720.0,12644.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059070D,Delivery Location,59070,UCG ELIZABETHTON,,N,D,,11635.0,11635.0,2968.0,8667.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059071D,Delivery Location,59071,UCG BLOUNTVILLE,,N,D,,14858.0,15302.0,1284.0,14018.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059072D,Delivery Location,59072,HCCUD HAWKINS,,N,D,,12346.0,13274.0,4580.0,8694.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059073D,Delivery Location,59073,AFG GREENLAND,,N,D,,12011.0,12071.0,1564.0,10507.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059074D,Delivery Location,59074,UCG BRISTOL NORTH,,N,D,,24246.0,25800.0,4690.0,21110.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059075D,Delivery Location,59075,UCG MARION,,N,D,,14789.0,15947.0,151.0,15796.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059076D,Delivery Location,59076,UCG ABINGDON WEST,,N,D,,14674.0,15392.0,0.0,15392.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059077D,Delivery Location,59077,UCG DUBLIN,,N,D,,6745.0,7105.0,1728.0,5377.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059078D,Delivery Location,59078,ORUD BEAR CREEK,,N,D,,3636.0,3733.0,0.0,3733.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059079D,Delivery Location,59079,PULASKI,,N,D,,12886.0,13484.0,57.0,13427.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059081D,Delivery Location,59081,"Cytec Industries, Inc.",,N,D,,3320.0,3320.0,0.0,3320.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059082D,Delivery Location,59082,LENOIR CITY,,N,D,,5525.0,5576.0,1452.0,4124.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059083D,Delivery Location,59083,UCG LYNCHBURG,,N,D,,6180.0,6180.0,0.0,6180.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059084D,Delivery Location,59084,JAMESTOWN,,N,D,,13594.0,14052.0,247.0,13805.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059085D,Delivery Location,59085,SWEETWATER,,N,D,,5473.0,5499.0,988.0,4511.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059086D,Delivery Location,59086,CGU WARTBURG,,N,D,,3595.0,3595.0,0.0,3595.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059087D,Delivery Location,59087,LIVINGSTON,,N,D,,12823.0,13299.0,988.0,12311.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059088D,Delivery Location,59088,ERPUD SEWANEE,,N,D,,3046.0,3068.0,0.0,3068.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059090D,Delivery Location,59090,OLIN,,N,D,,6767.0,6874.0,3329.0,3545.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059091D,Delivery Location,59091,MT PLEASANT EAST,,N,D,,3320.0,3320.0,988.0,2332.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059092D,Delivery Location,59092,GAINESBORO,,N,D,,1238.0,1250.0,0.0,1250.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059096D,Delivery Location,59096,TANG,,N,D,,1420.0,1420.0,375.0,1045.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059099D,Delivery Location,59099,ENGLEWOOD,,N,D,,1238.0,1250.0,40.0,1210.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059102D,Delivery Location,59102,MONTEAGLE,,N,D,,1298.0,1298.0,0.0,1298.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059103D,Delivery Location,59103,UCG ROCKFORD NORTH,,N,D,,1080.0,1080.0,0.0,1080.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059104D,Delivery Location,59104,UCG LYNCHBURG PORTABLE (FUEL),,N,D,,534.0,534.0,0.0,534.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059105D,Delivery Location,59105,ROANOKE CAVE SPRINGS,,N,D,,5195.0,5800.0,0.0,5800.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059106D,Delivery Location,59106,CHAT HUNTER RD,,N,D,,2432.0,2432.0,225.0,2207.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059107D,Delivery Location,59107,TENNESSEE EASTMAN 2,,N,D,,3197.0,3197.0,172.0,3025.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059108D,Delivery Location,59108,CHAT VOLUNTEER ORDINANCE,,N,D,,53377.0,59312.0,8973.0,50339.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059110D,Delivery Location,59110,ROANOKE ELLISTON,,N,D,,3091.0,3091.0,0.0,3091.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059111D,Delivery Location,59111,MTUD HOLIDAY INN,,N,D,,267.0,267.0,0.0,267.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059112D,Delivery Location,59112,UCG FOOTHILLS POINTE,,N,D,,2419.0,2419.0,0.0,2419.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059113D,Delivery Location,59113,LOUDON VONORE,,N,D,,6180.0,6180.0,1460.0,4720.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059114D,Delivery Location,59114,MADISONVILLE,,N,D,,2374.0,2374.0,494.0,1880.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059115D,Delivery Location,59115,UCG LOWLAND,,N,D,,1202.0,1475.0,0.0,1475.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059116D,Delivery Location,59116,UCG MARION EAST,,N,D,,14766.0,16002.0,0.0,16002.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059117D,Delivery Location,59117,UCG ABINGDON EAST,,N,D,,3935.0,4092.0,0.0,4092.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059119D,Delivery Location,59119,UCG GLADE SPRINGS,,N,D,,4278.0,4778.0,0.0,4778.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059120D,Delivery Location,59120,UCG MARION NORTH,,N,D,,3689.0,3689.0,0.0,3689.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059121D,Delivery Location,59121,UCG CHILHOWIE,,N,D,,3595.0,3595.0,0.0,3595.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059122D,Delivery Location,59122,UCG RURAL RETREAT,,N,D,,7113.0,8222.0,0.0,8222.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059124D,Delivery Location,59124,UCG KINGSPORT REGIONAL,,N,D,,3556.0,3603.0,0.0,3603.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059125D,Delivery Location,59125,UCG MORTON,,N,D,,3003.0,3093.0,0.0,3093.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059126D,Delivery Location,59126,UCG GRAY,,N,D,,824.0,824.0,215.0,609.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059127D,Delivery Location,59127,UCG TRI CITIES,,N,D,,3689.0,3689.0,0.0,3689.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059128D,Delivery Location,59128,UCG MILLER PARK,,N,D,,3568.0,3609.0,0.0,3609.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059129D,Delivery Location,59129,UCG BOONES CREEK,,N,D,,11600.0,12206.0,0.0,12206.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059130D,Delivery Location,59130,UCG ABINGDON,,N,D,,14893.0,15381.0,0.0,15381.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059134D,Delivery Location,59134,MTUD FRANKLIN,,N,D,,12386.0,12987.0,0.0,12987.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059141D,Delivery Location,59141,ATHENS RICEVILLE,,N,D,,12202.0,12374.0,1030.0,11344.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059143D,Delivery Location,59143,LOUDON NORTH,,N,D,,12631.0,13062.0,5925.0,7137.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059144D,Delivery Location,59144,SEVIER SEYMOUR,,N,D,,2419.0,2419.0,0.0,2419.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059145D,Delivery Location,59145,UCG MARYVILLE WEST,,N,D,,12502.0,12734.0,4679.0,8055.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059147D,Delivery Location,59147,EARLY GROVE DEL/INJ (BI-D 59009),,N,D,,14847.0,15582.0,0.0,15582.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059148D,Delivery Location,59148,APPALACHIAN CASTLEWOOD DELIVERY,,N,D,,4371.0,4972.0,0.0,4972.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059149D,Delivery Location,59149,MTUD BAXTER,,N,D,,8240.0,8240.0,0.0,8240.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059150D,Delivery Location,59150,APPALACHIAN LEBANON,,N,D,,7718.0,7718.0,333.0,7385.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059151D,Delivery Location,59151,ETN CHATTANOOGA CHARLESTON,,N,D,,12451.0,12759.0,4781.0,7978.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059155D,Delivery Location,59155,UNITED CITIES MORRISTOWN SOUTH,,N,D,,12372.0,13138.0,4150.0,8988.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059156D,Delivery Location,59156,SMELTER SERVICE CORPORATION,,N,D,,3422.0,3452.0,950.0,2502.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059157D,Delivery Location,59157,MORGAN CO 3 DELIVERY- Navitas Utilities,,N,D,,3090.0,3090.0,140.0,2950.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059158D,Delivery Location,59158,SEVIER COUNTY UTILITY DISTRICT,,N,D,,19062.0,20154.0,6890.0,13264.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059159D,Delivery Location,59159,LOUDON East,,N,D,,2672.0,2672.0,4954.0,0.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059161D,Delivery Location,59161,DUNLAP NATURAL GAS,,N,D,,6493.0,6493.0,988.0,5505.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059162D,Delivery Location,59162,Middle Tennessee Nat Gas Utility Dist,,N,D,,3553.0,3667.0,0.0,3667.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059165D,Delivery Location,59165,SUGAR HOLLOW SALES,,N,D,,3309.0,3544.0,0.0,3544.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059166D,Delivery Location,59166,LOUDON SOUTH,,N,D,,3681.0,3681.0,0.0,3681.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059167D,Delivery Location,59167,COOKEVILLE EAST,,N,D,,12911.0,13274.0,0.0,13274.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059168D,Delivery Location,59168,PCUD LAFOLLETTE,,N,D,,20889.0,22381.0,8089.0,14292.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059169D,Delivery Location,59169,MOHAWK,,N,D,,12360.0,12360.0,8000.0,4360.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059177D,Delivery Location,59177,OAK GROVE,,N,D,,7057.0,7376.0,0.0,7376.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059178D,Delivery Location,59178,US GYPSUM,,N,D,,25000.0,28053.0,9933.0,18120.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059179D,Delivery Location,59179,ORUD KINGSTON,,N,D,,20889.0,22009.0,0.0,22009.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059181D,Delivery Location,59181,MORGANTON CEMETERY ROAD,,N,D,,3027.0,3133.0,0.0,3133.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059182D,Delivery Location,59182,BEDFORD COUNTY UTILITY DISTRICT,,N,D,,3090.0,3090.0,839.0,2251.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059183D,Delivery Location,59183,Fayetteville Gas System,,N,D,,10300.0,10300.0,0.0,10300.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059185D,Delivery Location,59185,UCG - GLADE HIGHLANDS,,N,D,,7415.0,8222.0,0.0,8222.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059186D,Delivery Location,59186,"ETOWAH METER STATION - MCMINN CO., TN",,N,D,,26162.0,26162.0,5895.0,20267.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059187D,Delivery Location,59187,HAWKINS CO. #2,,N,D,,10927.0,12987.0,0.0,12987.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059188D,Delivery Location,59188,"Oak Ridge - ROANE CO., TN",,N,D,,13324.0,13508.0,500.0,13008.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059189D,Delivery Location,59189,Lewisburg Gas - Industrial Park,,N,D,,10300.0,10300.0,0.0,10300.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
107OA059192D,Delivery Location,59192,United Cities - Wolf Hills Power Plant,,N,D,,69216.0,69216.0,4835.0,64381.0,Y,,2025-11-27T15:27:42.503097,107,2025-11-27,EAST TENN,ET,INTRDY_2025-11-27_1500
