GFLOC,LocPurpDesc,Loc,LocName,LocZn,IT,FlowInd,LocSegment,DesignCapacity,OperatingCapacity,TotalScheduledQuantity,OperationallyAvailableCapacity,AllQtyAvail,QtyReason,Timestamp,TSP,EffGasDayTime,CycleDesc
103OA059121D,Delivery Location,59121,UCG CHILHOWIE,,N,D,,3595.0,3595.0,0.0,3595.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059122D,Delivery Location,59122,UCG RURAL RETREAT,,N,D,,7113.0,8222.0,0.0,8222.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059124D,Delivery Location,59124,UCG KINGSPORT REGIONAL,,N,D,,3556.0,3603.0,0.0,3603.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059125D,Delivery Location,59125,UCG MORTON,,N,D,,3003.0,3093.0,0.0,3093.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059126D,Delivery Location,59126,UCG GRAY,,N,D,,824.0,824.0,215.0,609.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059127D,Delivery Location,59127,UCG TRI CITIES,,N,D,,3689.0,3689.0,0.0,3689.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059128D,Delivery Location,59128,UCG MILLER PARK,,N,D,,3568.0,3609.0,0.0,3609.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059129D,Delivery Location,59129,UCG BOONES CREEK,,N,D,,11600.0,12206.0,0.0,12206.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059130D,Delivery Location,59130,UCG ABINGDON,,N,D,,14893.0,15381.0,0.0,15381.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059134D,Delivery Location,59134,MTUD FRANKLIN,,N,D,,12386.0,12987.0,0.0,12987.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059141D,Delivery Location,59141,ATHENS RICEVILLE,,N,D,,12202.0,12374.0,49.0,12325.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059143D,Delivery Location,59143,LOUDON NORTH,,N,D,,12631.0,13062.0,0.0,13062.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059144D,Delivery Location,59144,SEVIER SEYMOUR,,N,D,,2419.0,2419.0,0.0,2419.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059145D,Delivery Location,59145,UCG MARYVILLE WEST,,N,D,,12502.0,12734.0,493.0,12241.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059147D,Delivery Location,59147,EARLY GROVE DEL/INJ (BI-D 59009),,N,D,,14847.0,15582.0,3461.0,12121.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059148D,Delivery Location,59148,APPALACHIAN CASTLEWOOD DELIVERY,,N,D,,4371.0,4972.0,0.0,4972.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059149D,Delivery Location,59149,MTUD BAXTER,,N,D,,8240.0,8240.0,0.0,8240.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059150D,Delivery Location,59150,APPALACHIAN LEBANON,,N,D,,7718.0,7718.0,333.0,7385.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059151D,Delivery Location,59151,ETN CHATTANOOGA CHARLESTON,,N,D,,12451.0,12759.0,4781.0,7978.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059155D,Delivery Location,59155,UNITED CITIES MORRISTOWN SOUTH,,N,D,,12372.0,13138.0,330.0,12808.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059156D,Delivery Location,59156,SMELTER SERVICE CORPORATION,,N,D,,3422.0,3452.0,950.0,2502.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059157D,Delivery Location,59157,MORGAN CO 3 DELIVERY- Navitas Utilities,,N,D,,3090.0,3090.0,214.0,2876.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059158D,Delivery Location,59158,SEVIER COUNTY UTILITY DISTRICT,,N,D,,19062.0,20154.0,4104.0,16050.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059159D,Delivery Location,59159,LOUDON East,,N,D,,2672.0,2672.0,99.0,2573.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059161D,Delivery Location,59161,DUNLAP NATURAL GAS,,N,D,,6493.0,6493.0,99.0,6394.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059162D,Delivery Location,59162,Middle Tennessee Nat Gas Utility Dist,,N,D,,3553.0,3667.0,392.0,3275.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059165D,Delivery Location,59165,SUGAR HOLLOW SALES,,N,D,,3309.0,3544.0,0.0,3544.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059166D,Delivery Location,59166,LOUDON SOUTH,,N,D,,3681.0,3681.0,0.0,3681.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059167D,Delivery Location,59167,COOKEVILLE EAST,,N,D,,12911.0,13274.0,3950.0,9324.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059168D,Delivery Location,59168,PCUD LAFOLLETTE,,N,D,,20889.0,22381.0,1475.0,20906.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059169D,Delivery Location,59169,MOHAWK,,N,D,,12360.0,12360.0,100.0,12260.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059177D,Delivery Location,59177,OAK GROVE,,N,D,,7057.0,7376.0,1482.0,5894.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059178D,Delivery Location,59178,US GYPSUM,,N,D,,25000.0,28053.0,9933.0,18120.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059179D,Delivery Location,59179,ORUD KINGSTON,,N,D,,20889.0,22009.0,0.0,22009.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059181D,Delivery Location,59181,MORGANTON CEMETERY ROAD,,N,D,,3027.0,3133.0,0.0,3133.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059182D,Delivery Location,59182,BEDFORD COUNTY UTILITY DISTRICT,,N,D,,3090.0,3090.0,20.0,3070.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059183D,Delivery Location,59183,Fayetteville Gas System,,N,D,,10300.0,10300.0,0.0,10300.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059185D,Delivery Location,59185,UCG - GLADE HIGHLANDS,,N,D,,7415.0,8222.0,0.0,8222.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059186D,Delivery Location,59186,"ETOWAH METER STATION - MCMINN CO., TN",,N,D,,26162.0,26162.0,3587.0,22575.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059187D,Delivery Location,59187,HAWKINS CO. #2,,N,D,,10927.0,12987.0,0.0,12987.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059188D,Delivery Location,59188,"Oak Ridge - ROANE CO., TN",,N,D,,13324.0,13508.0,500.0,13008.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059189D,Delivery Location,59189,Lewisburg Gas - Industrial Park,,N,D,,10300.0,10300.0,0.0,10300.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059192D,Delivery Location,59192,United Cities - Wolf Hills Power Plant,,N,D,,69216.0,69216.0,2000.0,67216.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059193D,Delivery Location,59193,"UCG, Progress Park - Wythe Co., VA",,N,D,,10300.0,10300.0,0.0,10300.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059196D,Delivery Location,59196,"ROANOKE West Salem-Roanoke Co., VA",,N,D,,5150.0,5150.0,0.0,5150.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059197D,Delivery Location,59197,"Marion Natural Gas - Marion Co., Tn",,N,D,,10300.0,10300.0,0.0,10300.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059198R,Receipt Location,59198,Rogersville M&R,,N,R,,23641.0,24484.0,9535.0,14949.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059199D,Delivery Location,59199,"Thomas A. Smith Energy Facility-Murray Co., GA",,N,D,,300000.0,300000.0,0.0,300000.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059200R,Receipt Location,59200,"SONAT MURRAY LATERAL - WHITFIELD CO., GA",,N,R,,174152.0,174152.0,0.0,174152.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059201D,Delivery Location,59201,"MTNG/MCMINN CO. INTERCONNECT-MCMINN CO., TN",,N,D,,15450.0,15450.0,3220.0,12230.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059203D,Delivery Location,59203,"Dalton Gas-Cartersville - Whitfield, GA",,N,D,,10300.0,10300.0,7919.0,2381.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059204D,Delivery Location,59204,Transco - Cascade Creek (delivery),,N,D,,463270.0,583239.0,13500.0,569739.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059206D,Delivery Location,59206,TENNESSEE EASTMAN CHEMICAL CORP,,N,D,,100689.0,101976.0,38448.0,63528.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059208D,Delivery Location,59208,"LEWISBURG IND. GLOBE RD - MARSHALL CO, TN",,N,D,,1030.0,1030.0,0.0,1030.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059209D,Delivery Location,59209,"United Salt - Evaporator Fuel Gas - Smyth Co., VA",,N,D,,3176.0,3176.0,0.0,3176.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059210D,Delivery Location,59210,"Citizens Gas/Coal Hill Morgan Co, TN",,N,D,,3090.0,3090.0,0.0,3090.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059212D,Delivery Location,59212,"CITIZENS GAS #2 - DEER LODGE - MORGAN COUNTY, TN",,N,D,,10300.0,10300.0,0.0,10300.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059213D,Delivery Location,59213,MARION,,N,D,,7213.0,7213.0,0.0,7213.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059214D,Delivery Location,59214,WYTHEVILLE,,N,D,,7213.0,7213.0,0.0,7213.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059215D,Delivery Location,59215,Pulaski,,N,D,,2672.0,2672.0,0.0,2672.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059216D,Delivery Location,59216,DUBLIN,,N,D,,7213.0,7213.0,0.0,7213.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059217D,Delivery Location,59217,RADFORD,,N,D,,7213.0,7213.0,0.0,7213.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059218D,Delivery Location,59218,"Piedmont/Hendersonville, Sumner Co, TN.",,N,D,,25750.0,25750.0,1000.0,24750.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059219D,Delivery Location,59219,TVA - John Sevier,,N,D,,154500.0,154500.0,74064.0,80436.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059221D,Delivery Location,59221,"Lenoir City/Highway 321, Loudon Co., TN",,N,D,,2060.0,2060.0,0.0,2060.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059222R,Receipt Location,59222,SALTVILLE DELIVERY INTO P-25,,N,R,,61348.0,61348.0,0.0,61348.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059224D,Delivery Location,59224,"Industrial Development Authority-Hillsville-Carroll Co., VA",,N,D,,1030.0,1030.0,325.0,705.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059225D,Delivery Location,59225,"CW-KINGSPORT EXPANSION EASTMAN #2, SULLIVAN, TN",,N,D,,128750.0,231750.0,49556.0,182194.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059227D,Delivery Location,59227,KUB TOPSIDE INTERCONNECT,,N,D,,60834.0,63993.0,8014.0,55979.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059233D,Delivery Location,59233,Wacker Chemie,,N,D,,5871.0,5871.0,1700.0,4171.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059243D,Delivery Location,59243,"Appalachian Natural Gas/AEP Clinch River-Rusian Rd.-Russell Co., V",,N,D,,124630.0,124630.0,0.0,124630.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059244D,Delivery Location,59244,"City of Mount Pleasant, TN-Sam Watkins Blvd.-Maury Co., TN",,N,D,,3192.0,3286.0,0.0,3286.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059245D,Delivery Location,59245,"Athens Utilities Board-CR 406 City Gate-McMinn Co., TN",,N,D,,6180.0,6180.0,0.0,6180.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059246D,Delivery Location,59246,"Tate and Lyle, Loudon Co., TN",,N,D,,40000.0,40000.0,17041.0,22959.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059247D,Delivery Location,59247,Atmos Energy Radford Army Ammunition Plant - Walton Road- Montgome,,N,D,,21630.0,21630.0,2927.0,18703.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059248D,Delivery Location,59248,"KUB/Tipton Station Road Delivery - Knox Co., TN",,N,D,,47380.0,47380.0,10894.0,36486.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059250D,Delivery Location,59250,"Atmos Energy/Bobo Hollow Road Delivery - Moore Co., TN.",,N,D,,15450.0,15450.0,988.0,14462.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059256D,Delivery Location,59256,"BAE Systems - Riverport Road, Sullivan CO., TN",,N,D,,33990.0,33990.0,6276.0,27714.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059257D,Delivery Location,59257,Southwestern Virginia Gas/Marrowbone Delivery - Lee Ford Camp Road,,N,D,,28840.0,28840.0,483.0,28357.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059304R,Receipt Location,59304,Transco - Cascade Creek (receipt),,N,R,,463270.0,568630.0,61182.0,507448.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059311R,Receipt Location,59311,SONAT BRADLEY,,N,R,,78314.0,31000.0,0.0,31000.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059313R,Receipt Location,59313,TROUSDALE COUNTY RECEIVING,,N,R,,190550.0,190550.0,0.0,190550.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059315R,Receipt Location,59315,DICKENSON CO RECEIVING,,N,R,,151720.0,151720.0,62471.0,89249.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059320R,Receipt Location,59320,MORGAN COUNTY 7,,N,R,,14305.0,14305.0,0.0,14305.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059326R,Receipt Location,59326,EQT ENERGY DICKENSON COUNTY 3,,N,R,,73561.0,73561.0,4700.0,68861.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059329R,Receipt Location,59329,"Texas Eastern - Mt. Pleasant, Giles Co., TN",,N,R,,330722.0,356458.0,33431.0,323027.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059330R,Receipt Location,59330,"Texas Eastern - Hartsville, TN",,N,R,,491787.0,535261.0,8338.0,526923.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059332R,Receipt Location,59332,"Diversified Southern Production LLC, Dickenson #4, Dickinson Count",,N,R,,73564.0,73564.0,2000.0,71564.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059334R,Receipt Location,59334,CNX-Jewell Ridge,,Y,R,,313841.0,313841.0,144780.0,169061.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059336R,Receipt Location,59336,"Range Resources-Dickenson Co #2 -DICKENSON CO., VA",,N,R,,43836.0,43836.0,6840.0,36996.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059337R,Receipt Location,59337,Ariana Energy Morgan Co. 9,,N,R,,32400.0,32400.0,4000.0,28400.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059338R,Receipt Location,59338,"GEOMET OPERATING-JEWELL RIDGE-TAZEWELL CO., VA",,N,R,,33958.0,33958.0,9006.0,24952.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059339R,Receipt Location,59339,"MIDWESTERN GAS TRANSMISSION-TROUSDALE INTERCONNECT-TROUSDALE CO.,",,N,R,,123600.0,123600.0,0.0,123600.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059340R,Receipt Location,59340,"EQT ENERGY -DICKENSON #6-DICKENSON CO.,VA",,N,R,,100685.0,100685.0,0.0,100685.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059342R,Receipt Location,59342,"AGL - Meadow Branch Landfill, McMinn Co., TN",,N,R,,20550.0,20550.0,0.0,20550.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059343R,Receipt Location,59343,Fidem Energy (G-Energy) Bradley County Landfill - Bancroft Rd - Br,,N,R,,3664.0,3664.0,925.0,2739.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059760D,Injection Point,59760,SALTVILLE LLC STORAGE INJECTION,,N,D,,154500.0,190000.0,4316.0,185684.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059766D,Injection Point,59766,SALTVILLE STORAGE INJECTION,,N,D,,70885.0,70885.0,1577.0,69308.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059770R,Withdrawal Point,59770,SALTVILLE LLC STORAGE WITHDRAWAL,,N,R,,257500.0,283000.0,4001.0,278999.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA059777R,Withdrawal Point,59777,SALTVILLE STORAGE WITHDRAWAL,,N,R,,70885.0,70885.0,2687.0,68198.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-23,INTRDY_2025-11-24_0901
103OA050021R,Receipt Location,50021,NORA LATERAL - MAINLINE,,N,R,,221602.0,221602.0,0.0,221602.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-24,INTRDY_2025-11-24_1800
103OA050022D,Delivery Location,50022,NORA LATERAL,,N,D,,141755.0,141755.0,0.0,141755.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-24,INTRDY_2025-11-24_1800
103OA050075D,Delivery Location,50075,KINGSPORT LATERAL - MAINLINE,,N,D,,63325.0,63325.0,0.0,63325.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-24,INTRDY_2025-11-24_1800
103OA050076R,Receipt Location,50076,KINGSPORT LATERAL,,N,R,,85364.0,85364.0,0.0,85364.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-24,INTRDY_2025-11-24_1800
103OA050091D,Delivery Location,50091,JEWELL RIDGE,,Y,D,,275863.0,275863.0,153980.0,121883.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-24,INTRDY_2025-11-24_1800
103OA050092R,Receipt Location,50092,MAINLINE JEWELL RIDGE,,N,R,,599536.0,599536.0,153980.0,445556.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-24,INTRDY_2025-11-24_1800
103OA053101R,Receipt Location,53101,EL PASO - RIDGETOP RECEIVING,,N,R,,398090.0,398090.0,82478.0,315612.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-24,INTRDY_2025-11-24_1800
103OA053201R,Receipt Location,53201,EL PASO - LOBELVILLE RECEIVING,,Y,R,,253230.0,253230.0,49379.0,203851.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-24,INTRDY_2025-11-24_1800
103OA059001D,Delivery Location,59001,CHAT EAST,,N,D,,50544.0,51926.0,10543.0,41383.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-24,INTRDY_2025-11-24_1800
103OA059002D,Delivery Location,59002,UCG BRISTOL,,N,D,,27227.0,27227.0,8187.0,19040.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-24,INTRDY_2025-11-24_1800
103OA059003D,Delivery Location,59003,ROANOKE SALEM,,N,D,,40312.0,42899.0,0.0,42899.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-24,INTRDY_2025-11-24_1800
103OA059004D,Delivery Location,59004,ROANOKE CLEARBROOK,,N,D,,24667.0,26474.0,5331.0,21143.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-24,INTRDY_2025-11-24_1800
103OA059005D,Delivery Location,59005,KUB WEST,,N,D,,160111.0,169313.0,13351.0,155962.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-24,INTRDY_2025-11-24_1800
103OA059006D,Delivery Location,59006,ERPUD ESTILL SPRINGS,,N,D,,13143.0,13252.0,3032.0,10220.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-24,INTRDY_2025-11-24_1800
103OA059007D,Delivery Location,59007,CHAT NORTH,,N,D,,12011.0,12305.0,189.0,12116.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-24,INTRDY_2025-11-24_1800
103OA059008D,Delivery Location,59008,BOWATERS,,N,D,,27861.0,28523.0,2020.0,26503.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-24,INTRDY_2025-11-24_1800
103OA059009R,Receipt Location,59009,EARLY GROVE REC/WD (BI-D 59147),,N,R,,28609.0,28609.0,1000.0,27609.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-24,INTRDY_2025-11-24_1800
103OA059010D,Delivery Location,59010,UCG BLACKSBURG,,N,D,,25160.0,26598.0,19938.0,6660.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-24,INTRDY_2025-11-24_1800
103OA059011D,Delivery Location,59011,MTUD RED BANK,,N,D,,12307.0,12425.0,0.0,12425.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-24,INTRDY_2025-11-24_1800
103OA059012R,Receipt Location,59012,MORGAN COUNTY 1 (BI 59163),,N,R,,46700.0,46700.0,0.0,46700.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-24,INTRDY_2025-11-24_1800
103OA059013D,Delivery Location,59013,UCG PULASKI,,N,D,,12937.0,13630.0,10.0,13620.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-24,INTRDY_2025-11-24_1800
103OA059014D,Delivery Location,59014,ATLANTA,,N,D,,119556.0,127808.0,0.0,127808.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-24,INTRDY_2025-11-24_1800
103OA059015D,Delivery Location,59015,MTUD CARTHAGE,,N,D,,12360.0,12360.0,0.0,12360.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-24,INTRDY_2025-11-24_1800
103OA059016D,Delivery Location,59016,CHATTANOOGA OOLTEWAH,,N,D,,12695.0,13113.0,1933.0,11180.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-24,INTRDY_2025-11-24_1800
103OA059017D,Delivery Location,59017,CHATTANOOGA SIGNAL MOUNTAIN,,N,D,,7647.0,7647.0,2555.0,5092.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-24,INTRDY_2025-11-24_1800
103OA059019D,Delivery Location,59019,SOUTH PITTSBURG,,N,D,,6681.0,6702.0,1167.0,5535.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-24,INTRDY_2025-11-24_1800
103OA059020D,Delivery Location,59020,ORUD,,N,D,,17442.0,17476.0,5115.0,12361.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-24,INTRDY_2025-11-24_1800
103OA059021D,Delivery Location,59021,DOE C STATION,,N,D,,8729.0,8747.0,2469.0,6278.0,Y,,2025-11-24T19:18:10.160045,7921323,2025-11-24,INTRDY_2025-11-24_1800
