GFLOC,LocPurpDesc,Loc,LocName,LocZn,IT,FlowInd,LocSegment,DesignCapacity,OperatingCapacity,TotalScheduledQuantity,OperationallyAvailableCapacity,AllQtyAvail,QtyReason,Timestamp,TSP,EffGasDayTime,CycleDesc
112OA070430D,Delivery Location,70430,"Pulaski, TN",1,N,D,,8633.0,8633.0,0.0,8633.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070441D,Delivery Location,70441,"Grayville, IL",1,N,D,,21551.0,21664.0,2300.0,19364.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070442D,Delivery Location,70442,"Crossville, IL",1,N,D,,1989.0,2001.0,54.0,1947.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070449D,Delivery Location,70449,"Public Service - Central Works, NJ",3,N,D,,141796.0,147737.0,3411.0,144326.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070457D,Delivery Location,70457,"Lawrenceburg, TN",1,N,D,,3484.0,3484.0,0.0,3484.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070458D,Delivery Location,70458,"PEOPLES NAT - Ebensburg, PA",3,N,D,,82744.0,83278.0,12000.0,71278.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070463D,Delivery Location,70463,"UGI CENTRAL - Counties Gas Co. - Mifflin Co., PA",3,N,D,,390.0,402.0,0.0,402.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070468D,Delivery Location,70468,"Columbia Gas - Corwin, OH",2,N,D,,3484.0,3484.0,400.0,3084.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070471D,Delivery Location,70471,"Dominion Transmission Inc - Woodsfield, OH",2,N,D,,30255.0,31045.0,313.0,30732.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070473D,Delivery Location,70473,Texana Midstream Company LP,STX,N,D,,6287.0,6304.0,600.0,5704.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070478D,Delivery Location,70478,"New Harmony, IL",1,N,D,,2750.0,2750.0,25.0,2725.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070480D,Delivery Location,70480,"Horton Highway - Triune, TN",1,N,D,,6582.0,7037.0,1.0,7036.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070486D,Delivery Location,70486,"UGI UTIL (Columbia Gas) - Womelsdorf, PA",3,N,D,,18789.0,18789.0,3178.0,15611.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070517D,Delivery Location,70517,"PECO - Alan Wood Steel, PA",3,N,D,,22000.0,22000.0,0.0,22000.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070519D,Delivery Location,70519,"UGI UTIL (Columbia Gas) - Dauphin Co., PA",3,N,D,,83953.0,83953.0,38730.0,45223.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070521D,Delivery Location,70521,"Duke Energy Ohio, Inc. Dicks Creek",2,N,D,,156144.0,167336.0,0.0,167336.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070524D,Delivery Location,70524,"Atmos Energy - Amory, MS",1,N,D,,6106.0,6106.0,0.0,6106.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070532D,Delivery Location,70532,"Atmos Energy Corporation- Benton, MO",1,N,D,,9145.0,9165.0,0.0,9165.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070539D,Delivery Location,70539,"S.I.G. & Elec -Ft. Branch, IN",2,N,D,,7236.0,7323.0,100.0,7223.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070548D,Delivery Location,70548,"Starks Utilities - Starks, LA",WLA,N,D,,2750.0,2750.0,10.0,2740.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070552D,Delivery Location,70552,"TE Todhunter - Todhunter, OH",2,N,D,,1244.0,1244.0,41.0,1203.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070573D,Delivery Location,70573,"Batesville, IN",2,N,D,,10424.0,10460.0,1864.0,8596.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070579D,Delivery Location,70579,"Columbia Gas of  PA.  - Rockwood, PA",3,N,D,,12807.0,12899.0,2500.0,10399.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070582D,Delivery Location,70582,"Midwest Nat. - Brownstown, IN",2,N,D,,3884.0,3884.0,200.0,3684.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070583D,Delivery Location,70583,"Midwest Nat. -North Vernon, IN",2,N,D,,11004.0,11142.0,2100.0,9042.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070584D,Delivery Location,70584,"Elizabethtown Gas Company - Ringoes, NJ",3,N,D,,24372.0,24633.0,0.0,24633.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070633R,Receipt Location,70633,"B&T Oil Co., Yoward C.P. - Bee Co., TX",STX,Y,R,,509.0,509.0,8.0,501.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070689R,Receipt Location,70689,"NOG Production & Operating LLC- #1 Children's Home - Bee Co.,TX",STX,N,R,,3427.0,3548.0,0.0,3548.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070859D,Delivery Location,70859,"Gulf South Pipeline, LP - Huntsville, TX  (Delivery)",ETX,N,D,,5700.0,5700.0,0.0,5700.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070907D,Delivery Location,70907,Duke Energy Ohio Inc. Millville,2,Y,D,,14000.0,14000.0,3450.0,10550.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070912R,Receipt Location,70912,"Britanco, LLC Wilcox - Tuleta CP, Bee Co., TX",STX,N,R,,3102.0,3102.0,0.0,3102.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070937D,Delivery Location,70937,"Consumers Gas Co. - Omaha, IL",1,N,D,,8870.0,9070.0,333.0,8737.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070939D,Delivery Location,70939,"Indiana Gas - French Lick, IN",2,N,D,,7000.0,7000.0,600.0,6400.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070940D,Delivery Location,70940,"Indiana Gas Co. - Westport, IN",2,N,D,,2100.0,2100.0,1236.0,864.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070941D,Delivery Location,70941,"Lawrenceburg Gas, IN",2,N,D,,3138.0,4136.0,255.0,3881.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070949D,Delivery Location,70949,"Public Service - Hanover, NJ",3,N,D,,154549.0,156349.0,46570.0,109779.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070953D,Delivery Location,70953,"New Jersey Natural - Freehold, NJ",3,N,D,,483411.0,483411.0,224125.0,259286.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070958R,Receipt Location,70958,"Hurst - Siloam, MS",1,N,R,,8727.0,8962.0,135.0,8827.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070983D,Delivery Location,70983,"Knox Energy Cooperative - Powhatan Point, OH",2,N,D,,11852.0,11852.0,225.0,11627.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA070984D,Delivery Location,70984,"Columbia Gas - New Holland, OH",2,N,D,,4480.0,4480.0,0.0,4480.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071000R,Receipt Location,71000,"Gulf South Pipeline Company, LP - West Monroe, LA  (Receipt)",ELA,N,R,,284361.0,292372.0,4870.0,287502.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071020D,Delivery Location,71020,"TE Princeton - Princeton, IN",2,N,D,,501.0,594.0,20.0,574.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071028D,Delivery Location,71028,"Col Gas (DPL) -Bowersville, OH",2,N,D,,2123.0,2123.0,200.0,1923.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071043D,Delivery Location,71043,"Union Electric - Vanduser, MO",1,N,D,,4349.0,4349.0,0.0,4349.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071046D,Delivery Location,71046,"Harrisburg, AR",1,N,D,,7282.0,4282.0,175.0,4107.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071075D,Delivery Location,71075,"Elizabethtown Gas Company - Perth Amboy, NJ",3,N,D,,46117.0,46961.0,0.0,46961.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071076D,Delivery Location,71076,"New Jersey Natural - Hanover, NJ",3,N,D,,36636.0,36636.0,0.0,36636.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071078D,Delivery Location,71078,"Algonquin - Hanover, NJ",3,N,D,,579879.0,586911.0,76174.0,510737.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071081D,Delivery Location,71081,"Community Gas - Cynthiana, IN",2,N,D,,4820.0,4820.0,23.0,4797.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071141D,Delivery Location,71141,"Assoc Natural Gas - Bernie, MO",1,N,D,,9672.0,9691.0,0.0,9691.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071142R,Receipt Location,71142,"Vernon Faulkner-San Salvador Field - Hidalgo Co., TX  (REC)",STX,N,R,,8876.0,9349.0,1.0,9348.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071143D,Delivery Location,71143,"UGI CENTRAL - Interboro Gas - Bellville, PA",3,N,D,,20681.0,20681.0,13682.0,6999.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071144D,Delivery Location,71144,"UGI CENTRAL - Twin Gas - Bedford, PA",3,N,D,,7034.0,7034.0,764.0,6270.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071170D,Delivery Location,71170,"Midwest Nat. Gas - Medora, IN",2,N,D,,2018.0,2018.0,200.0,1818.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071189D,Delivery Location,71189,"UGI CENTRAL - Valley Gas - Martinsburg, PA",3,N,D,,19154.0,19154.0,0.0,19154.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071190D,Delivery Location,71190,"Poseyville, IN",2,N,D,,3086.0,3086.0,63.0,3023.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071196D,Delivery Location,71196,"Public Service - Bound Brook, NJ",3,N,D,,37774.0,37940.0,0.0,37940.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071200R,Receipt Location,71200,"Targa Resources - Venice, LA",ELA,N,R,,613070.0,614021.0,134658.0,479363.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071209D,Delivery Location,71209,"Public Service - Wanaque, NJ",3,N,D,,107572.0,107572.0,40275.0,67297.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071210D,Delivery Location,71210,"AGT-WANAQUE INTERCONNECT. (PASSAIC,NJ)",3,N,D,,39727.0,39727.0,0.0,39727.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071217D,Delivery Location,71217,"TE - LBI Instrument Gas - Greensburg, PA",2,Y,D,,1.0,1.0,1.0,0.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071219D,Delivery Location,71219,Columbia Gas of Pa. - York co. Pa.,3,N,D,,55588.0,55588.0,0.0,55588.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071220D,Delivery Location,71220,"PECO Energy - E. Greenville, PA",3,N,D,,8221.0,8221.0,0.0,8221.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071221D,Delivery Location,71221,"Mississippi Gas Corp. - Reeves, LA",WLA,N,D,,2750.0,2750.0,5.0,2745.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071240D,Delivery Location,71240,"Enfield, IL",1,N,D,,2001.0,2007.0,75.0,1932.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071241D,Delivery Location,71241,"Utica, MS",ELA,N,D,,3086.0,3086.0,40.0,3046.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071242D,Delivery Location,71242,"Cen Il Pub Serv -Goreville, IL",1,N,D,,3222.0,3234.0,10.0,3224.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071256D,Delivery Location,71256,"Liberty, KY",2,N,D,,4880.0,4880.0,300.0,4580.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071287D,Delivery Location,71287,"Gas Util Dist #2 - Lottie, LA",ELA,N,D,,2488.0,2488.0,1.0,2487.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071288D,Delivery Location,71288,"Gas Util Dist #2 - New Roads, LA",ELA,N,D,,3086.0,3086.0,1.0,3085.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071293D,Delivery Location,71293,"Loretto, TN",1,N,D,,2886.0,2886.0,110.0,2776.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071297D,Delivery Location,71297,"Weir, Choctaw Co., MS",1,N,D,,2488.0,2488.0,40.0,2448.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071298D,Delivery Location,71298,"E.Tennessee Gas - Mt. Pleasant, Giles Co. TN -DEL (B/D 76298)",1,Y,D,,330722.0,356458.0,30457.0,326001.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071299D,Delivery Location,71299,"East Tenn Gas - Hartsville, TN",1,N,D,,491787.0,535261.0,8326.0,526935.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071331D,Delivery Location,71331,"Thebes, IL",1,N,D,,1090.0,1290.0,7.0,1283.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071353D,Delivery Location,71353,"Col. Gas - East Middletown, OH",2,N,D,,15266.0,17251.0,7400.0,9851.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071362D,Delivery Location,71362,"Jonesboro, IL",1,N,D,,2480.0,2480.0,106.0,2374.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071363D,Delivery Location,71363,"Columbia Gas of  PA.  - Pleasant Gap, PA",3,N,D,,9444.0,9745.0,2616.0,7129.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071366D,Delivery Location,71366,"Osgood, IN",2,N,D,,2488.0,2488.0,403.0,2085.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071401D,Delivery Location,71401,"United Cities - Galatia, IL",1,N,D,,3737.0,3737.0,0.0,3737.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071402D,Delivery Location,71402,"Creal Springs, IL",1,N,D,,1860.0,1966.0,45.0,1921.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071423D,Delivery Location,71423,"New Jersey Natural - Montville, NJ",3,N,D,,35598.0,36269.0,0.0,36269.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071424D,Delivery Location,71424,"New Roads, LA",ELA,N,D,,7933.0,7968.0,138.0,7830.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071425D,Delivery Location,71425,"Morganza, LA",ELA,N,D,,3078.0,3286.0,43.0,3243.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071426D,Delivery Location,71426,"Mantachie Gas Dist -Fulton, MS",1,N,D,,2939.0,3138.0,234.0,2904.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071430D,Delivery Location,71430,"United Cities -Nolensville, TN",1,N,D,,7526.0,8224.0,0.0,8224.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071435D,Delivery Location,71435,"Cleco Energy - Chireno #1, TX  (Delivery)",ETX,N,D,,7432.0,7631.0,415.0,7216.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071436D,Delivery Location,71436,"Cleco Energy - Chireno #2, TX  (Delivery)",ETX,N,D,,6437.0,6537.0,10.0,6527.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071438D,Delivery Location,71438,"UGI CENTRAL - Dauphin Co. Gas - Annville, PA",3,N,D,,32157.0,32157.0,5312.0,26845.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071439D,Delivery Location,71439,"Indiana Gas Co. - Dubois, IN",2,N,D,,4335.0,4335.0,600.0,3735.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071455D,Delivery Location,71455,"UGI CENTRAL - Huntingdon Gas - Mapleton, PA",3,N,D,,7646.0,7646.0,0.0,7646.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071461D,Delivery Location,71461,"UGI UTIL (Columbia Gas) - Rich Hill, PA",3,N,D,,18319.0,18319.0,0.0,18319.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071463D,Delivery Location,71463,"Tamms, IL",1,N,D,,4829.0,4852.0,100.0,4752.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071464D,Delivery Location,71464,"Public Service - Hillsborough, NJ",3,N,D,,96299.0,96299.0,32552.0,63747.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071469D,Delivery Location,71469,"Atmos Energy Corporation - Qulin, MO",1,N,D,,4884.0,5126.0,30.0,5096.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071473D,Delivery Location,71473,"Mississippi Gas - LeBlanc, LA",WLA,N,D,,1244.0,1244.0,0.0,1244.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071485D,Delivery Location,71485,"GULF SOUTH PIPELINE COMPANY - Gillis, LA",WLA,N,D,,213095.0,227699.0,0.0,227699.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071486R,Receipt Location,71486,"GULF SOUTH PIPELINE COMPANY - Opelousas, LA",ELA,N,R,,279870.0,279870.0,7625.0,272245.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071497D,Delivery Location,71497,"GULF SOUTH PIPELINE COMPANY, LLC - Canton, MS",ELA,N,D,,47408.0,47420.0,0.0,47420.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071503R,Receipt Location,71503,"Henderson Petroleum Corp.-SW Lake Boeuf Lafourche Psh.,LA",ELA,N,R,,8695.0,8808.0,0.0,8808.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071512D,Delivery Location,71512,"Cen Il Pub Serv -Broughton, IL",1,N,D,,2440.0,2440.0,0.0,2440.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071528D,Delivery Location,71528,"UGI UTIL (Columbia Gas) - Lancaster, PA",3,N,D,,20248.0,20248.0,9233.0,11015.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071616R,Receipt Location,71616,"Col. Gas - Fairfield Co., OH",2,N,R,,264727.0,275131.0,55762.0,219369.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071655R,Withdrawal Point,71655,"Dominion Energy Transmission, Inc - South Oakford - Oakford Storag",2,N,R,,694652.0,694652.0,42396.0,652256.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071671D,Delivery Location,71671,"PEOPLES NAT - Rager Mountain, PA",3,N,D,,76328.0,76328.0,0.0,76328.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071682D,Delivery Location,71682,"Philadelphia Gas Works Penrose (Eastwick)-Philadelphia, PA",3,N,D,,12212.0,12212.0,0.0,12212.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071704D,Delivery Location,71704,"Gulf South Pipeline Company, LP - Darnell, LA  (Delivery)",ELA,N,D,,16365.0,16365.0,0.0,16365.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071706R,Receipt Location,71706,"NorAm - Shelby Co., TX  (Receipt)",ETX,N,R,,15008.0,15396.0,115.0,15281.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071716R,Receipt Location,71716,"Trunkline - Beauregard Psh., LA",WLA,N,R,,305312.0,305212.0,33330.0,271882.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071744D,Delivery Location,71744,"Dominion Energy Transmission, Inc - Perulack, PA",3,N,D,,396778.0,439091.0,139500.0,299591.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071745D,Delivery Location,71745,"Dominion Energy Transmission, Inc -Chambersburg, PA",3,N,D,,176372.0,736372.0,112000.0,624372.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071750R,Receipt Location,71750,"Columbia Gulf - St. Landry Psh., LA",WLA,N,R,,76328.0,76328.0,0.0,76328.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071814D,Delivery Location,71814,"Alcoa-Lavaca Pipeline - Calhoun, TX  (Delivery)",STX,N,D,,65562.0,65562.0,0.0,65562.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071862R,Receipt Location,71862,"Britanco, LLC - #1D Goree, Bee Co., TX",STX,Y,R,,7448.0,7702.0,26.0,7676.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071963R,Receipt Location,71963,"Scorpion Oil&Gas, LLC-#1 Faulkner - Pontotoc, MS",1,N,R,,3728.0,3947.0,1.0,3946.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071964R,Receipt Location,71964,"Enbridge Pipelines (East Texas) LP -Longview/Gregg Co., TX",ETX,N,R,,50885.0,64402.0,22500.0,41902.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071987D,Delivery Location,71987,"UGI UTIL - (Grantville) Hershey, PA",3,N,D,,85487.0,85487.0,19299.0,66188.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA071993D,Delivery Location,71993,"Cin Gas & Elec -Butler Co., OH",2,N,D,,6427.0,6515.0,1500.0,5015.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA072004D,Delivery Location,72004,"PECO Energy - Planebrook Chester Co., PA",3,N,D,,40415.0,40415.0,838.0,39577.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA072026D,Delivery Location,72026,"NGO (Miller) - Butler Co., OH",2,N,D,,5758.0,5806.0,0.0,5806.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA072080R,Receipt Location,72080,"Great Lakes Energy Partners.- #1 Tex. Gulf-Centre Co., PA",3,N,R,,16505.0,17182.0,196.0,16986.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA072131R,Receipt Location,72131,"Marshall Exploration - #1 Resch / Harrison Co., TX  (REC)",ETX,N,R,,3586.0,3716.0,100.0,3616.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA072158R,Receipt Location,72158,"Avery Gas - Chicksaw Co., MS",1,N,R,,8225.0,8475.0,1.0,8474.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
112OA072185R,Receipt Location,72185,Dewbre Petroleum/Allen East A,STX,N,R,,1018.0,1018.0,0.0,1018.0,Y,,2025-11-24T19:18:10.160045,7932908,2025-11-23,INTRDY_2025-11-24_0900
