Gas Date: 2022-12-22  Cycle: INTRDY_2022-12-23_0900
Station Name,Cap,Nom,Cap2
Albany,1093,593,
Alexander City,1096,593,
Dunnellon,1087,590,
Hildreth,1090,590,
Reunion,1082,352,
Transco 85,804,628,
