Gas Date: 2023-01-18  Cycle: INTRDY_2023-01-19_0900
Station Name,Cap,Nom,Cap2
Albany,1139,580,
Alexander City,1142,580,
Dunnellon,1133,577,
Hildreth,1135,577,
Reunion,1129,350,
Transco 85,804,591,
