Gas Date: 2023-02-02  Cycle: INTRDY_2023-02-03_0900
Station Name,Cap,Nom,Cap2
Collins Mainline,1086,779,
Delhi,1024,848,
Gwinville East,1122,948,
Gwinville,1122,955,
Lucedale,1112,896,
Petal Mainline,1126,897,
