Gas Date: 2023-01-19  Cycle: INTRDY_2023-01-20_0900
Station Name,Cap,Nom,Cap2
Burrillville,1108,924,
Chaplin,1114,1053,
Cromwell,1400,1239,
C System,178,85,
E System,125,82,
G System,484,349,
Hanover,1119,-3,-780,
AGT I-8,150,-72,-440,
J System 2,324,145,
J System,360,187,
Mahwah Mainline,1179,964,-958,
Millenium Mainline,1890,1871,
Oxford,1604,1400,
Southeast,1938,1791,
Stony Point,1961,1850,
Weymouth,80,-58,-720,
