Gas Date: 2023-01-06  Cycle: INTRDY_2023-01-07_0900
Station Name,Cap,Nom,Cap2
Berne,1313,-2753,
Chambersburg,2153,1537,
Egypt,2020,-1393,-1775,
Fagus,312,73,
Lambertville,2682,1552,
Lebanon,533,-656,-727,
Longview,290,0,
Owingsville,695,-1879,-1901,
Perulack,3471,2653,
Vidor,500,408,-705,
