Gas Date: 2022-12-30  Cycle: INTRDY_2022-12-31_0900
Station Name,Cap,Nom,Cap2
Collins Mainline,1129,880,
Delhi,1091,856,
Gwinville East,1177,953,
Gwinville,1177,954,
Lucedale,1089,896,
Petal Mainline,1142,948,
