Gas Date: 2022-12-29  Cycle: INTRDY_2022-12-30_0900
Station Name,Cap,Nom,Cap2
Burrillville,1108,780,
Chaplin,1114,912,
Cromwell,1400,1088,
C System,178,77,
E System,125,77,
G System,484,297,
Hanover,1119,-110,-780,
AGT I-8,150,-106,-440,
J System 2,324,156,
J System,360,197,
Mahwah Mainline,1179,844,-958,
Millenium Mainline,1890,1567,
Oxford,1604,1246,
Southeast,1938,1484,
Stony Point,1961,1542,
Weymouth,80,-59,-720,
