Gas Date: 2022-12-05  Cycle: INTRDY_2022-12-06_0900
Station Name,Cap,Nom,Cap2
Berne,1313,-2718,
Chambersburg,2111,1763,
Egypt,2020,-1430,-1506,
Fagus,312,49,
Lambertville,2595,1765,
Lebanon,533,-654,-710,
Longview,290,0,
Owingsville,695,-1819,-1798,
Perulack,3446,2614,
Vidor,603,458,-627,
