Gas Date: 2023-02-15  Cycle: INTRDY_2023-02-16_0900
Station Name,Cap,Nom,Cap2
Athens,455,0,
Blue Racer,200,28,
Belle River,606,585,
Colerain,950,850,
Clyde,1488,1418,
Hanoverton,1509,1440,
Highland,455,0,
Milford,606,585,
Majorsville,695,465,
Big Run,850,28,
Salineville,950,926,
Springville,455,0,
Holbrook,330,309,
Washington,606,585,
Wadsworth,1506,1438,
Waterville,1438,1344,
Ypsilanti,1151,866,
