Gas Date: 2022-11-17  Cycle: INTRDY_2022-11-18_0900
Station Name,Cap,Nom,Cap2
Athens,455,76,
Blue Racer,200,25,
Belle River,326,324,
Colerain,950,730,
Clyde,1437,1155,
Hanoverton,1458,1168,
Highland,455,76,
Milford,326,326,
Majorsville,695,377,
Big Run,850,25,
Salineville,950,827,
Springville,455,76,
Holbrook,330,207,
Washington,326,324,
Wadsworth,1455,1163,
Waterville,1387,1104,
Ypsilanti,832,822,
