Gas Date: 2023-02-09  Cycle: INTRDY_2023-02-10_0900
Station Name,Cap,Nom,Cap2
Burrillville,1108,743,
Chaplin,1114,877,
Cromwell,1400,1024,
C System,178,69,
E System,125,75,
G System,484,260,
Hanover,1119,-78,-780,
AGT I-8,150,-117,-440,
J System 2,324,137,
J System,360,187,
Mahwah Mainline,1179,926,-958,
Millenium Mainline,1890,1739,
Oxford,1604,1152,
Southeast,1938,1665,
Stony Point,1961,1718,
Weymouth,80,-79,-720,
