Gas Date: 2022-11-25  Cycle: INTRDY_2022-11-26_0900
Station Name,Cap,Nom,Cap2
Athens,455,0,
Blue Racer,200,46,
Belle River,326,321,
Colerain,950,755,
Clyde,1437,1158,
Hanoverton,1458,1171,
Highland,455,0,
Milford,326,321,
Majorsville,695,362,
Big Run,850,46,
Salineville,950,851,
Springville,455,0,
Holbrook,330,198,
Washington,326,321,
Wadsworth,1455,1166,
Waterville,1387,1113,
Ypsilanti,832,724,
