Gas Date: 2022-12-14  Cycle: INTRDY_2022-12-15_0900
Station Name,Cap,Nom,Cap2
Albany,797,486,
Alexander City,800,486,
Dunnellon,791,483,
Hildreth,794,483,
Reunion,787,222,
Transco 85,804,527,
