Gas Date: 2022-11-23  Cycle: INTRDY_2022-11-24_0900
Station Name,Cap,Nom,Cap2
Albany,1093,515,
Alexander City,1096,515,
Dunnellon,1087,512,
Hildreth,1090,512,
Reunion,1082,284,
Transco 85,804,536,
