Gas Date: 2022-11-11  Cycle: INTRDY_2022-11-12_0900
Station Name,Cap,Nom,Cap2
Collins Mainline,1015,906,
Delhi,1068,911,
Gwinville East,1145,983,
Gwinville,1145,984,
Lucedale,1083,905,
Petal Mainline,1151,933,
