Gas Date: 2022-12-04  Cycle: INTRDY_2022-12-05_0900
Station Name,Cap,Nom,Cap2
Burrillville,1108,881,
Chaplin,1114,1012,
Cromwell,1400,1203,
C System,178,89,
E System,125,76,
G System,484,303,
Hanover,1119,-1,-780,
AGT I-8,150,-102,-440,
J System 2,324,134,
J System,360,178,
Mahwah Mainline,1179,932,-958,
Millenium Mainline,1890,1816,
Oxford,1604,1374,
Southeast,1938,1732,
Stony Point,1961,1791,
Weymouth,80,-34,-720,
