Gas Date: 2023-01-09  Cycle: INTRDY_2023-01-10_0900
Station Name,Cap,Nom,Cap2
Collins Mainline,1090,779,
Delhi,1064,951,
Gwinville East,1133,1018,
Gwinville,1133,1019,
Lucedale,1106,904,
Petal Mainline,1121,910,
