Gas Date: 2023-01-01  Cycle: INTRDY_2023-01-02_0900
Station Name,Cap,Nom,Cap2
Burrillville,1108,775,
Chaplin,1114,900,
Cromwell,1400,998,
C System,178,61,
E System,125,36,
G System,484,219,
Hanover,1119,-169,-780,
AGT I-8,150,-105,-440,
J System 2,324,135,
J System,360,169,
Mahwah Mainline,1179,783,-958,
Millenium Mainline,1890,1526,
Oxford,1604,1117,
Southeast,1938,1448,
Stony Point,1961,1508,
Weymouth,80,-58,-720,
