Gas Date: 2023-02-15  Cycle: INTRDY_2023-02-16_0900
Station Name,Cap,Nom,Cap2
Albany,1139,632,
Alexander City,1142,632,
Dunnellon,1133,629,
Hildreth,1135,629,
Reunion,1129,397,
Transco 85,804,644,
