Gas Date: 2022-11-27  Cycle: INTRDY_2022-11-28_0900
Station Name,Cap,Nom,Cap2
Berne,1313,-2751,
Chambersburg,2022,1250,
Egypt,2020,-1462,-1768,
Fagus,312,24,
Lambertville,2590,886,
Lebanon,533,-651,-710,
Longview,290,0,
Owingsville,695,-1859,-1875,
Perulack,3383,1692,
Vidor,603,475,-627,
