Gas Date: 2022-12-19  Cycle: INTRDY_2022-12-20_0900
Station Name,Cap,Nom,Cap2
Burrillville,1108,885,
Chaplin,1114,1020,
Cromwell,1400,1175,
C System,178,89,
E System,125,78,
G System,484,333,
Hanover,1119,-54,-780,
AGT I-8,150,-63,-440,
J System 2,324,178,
J System,360,238,
Mahwah Mainline,1179,749,-958,
Millenium Mainline,1890,1723,
Oxford,1604,1353,
Southeast,1938,1642,
Stony Point,1961,1698,
Weymouth,80,40,-720,
