Gas Date: 2023-02-06  Cycle: INTRDY_2023-02-07_0900
Station Name,Cap,Nom,Cap2
Collins Mainline,1086,885,
Delhi,1024,854,
Gwinville East,1122,954,
Gwinville,1122,965,
Lucedale,1112,889,
Petal Mainline,1126,891,
