Gas Date: 2022-11-21  Cycle: INTRDY_2022-11-22_0900
Station Name,Cap,Nom,Cap2
Burrillville,1108,933,
Chaplin,1114,1079,
Cromwell,1400,1201,
C System,178,82,
E System,125,58,
G System,484,335,
Hanover,1119,-126,-780,
AGT I-8,150,-88,-440,
J System 2,324,100,
J System,360,154,
Mahwah Mainline,1179,893,-958,
Millenium Mainline,1890,1889,
Oxford,1604,1384,
Southeast,1938,1804,
Stony Point,1961,1869,
Weymouth,80,-5,-720,
