Gas Date: 2022-11-17  Cycle: INTRDY_2022-11-18_0900
Station Name,Cap,Nom,Cap2
Albany,1093,626,
Alexander City,1096,626,
Dunnellon,1087,527,
Hildreth,1090,622,
Reunion,807,395,
Transco 85,804,738,
