Gas Date: 2022-12-31  Cycle: INTRDY_2023-01-01_0900
Station Name,Cap,Nom,Cap2
Burrillville,1108,654,
Chaplin,1114,779,
Cromwell,1400,887,
C System,178,59,
E System,125,36,
G System,484,169,
Hanover,1119,-309,-780,
AGT I-8,150,-107,-440,
J System 2,324,108,
J System,360,148,
Mahwah Mainline,1179,625,-958,
Millenium Mainline,1890,1361,
Oxford,1604,986,
Southeast,1938,1297,
Stony Point,1961,1343,
Weymouth,80,-58,-720,
