Gas Date: 2025-11-10  Cycle: INTRDY_2025-11-10_1500
Station Name,Cap,Nom,Cap2
Hanover,817,-231,-780,
Hanover Lease,-734,-735,
Mahwah Mainline,1632,838,-958,
Mahwah Mainline Lease,-734,-104,
Millenium Mainline,1890,1682,
Millenium Mainline Lease,-734,0,
