Gas Date: 2022-12-06  Cycle: INTRDY_2022-12-07_0900
Station Name,Cap,Nom,Cap2
Athens,455,0,
Blue Racer,200,20,
Belle River,467,410,
Colerain,950,807,
Clyde,1470,1241,
Hanoverton,1491,1265,
Highland,455,0,
Milford,467,410,
Majorsville,695,419,
Big Run,850,20,
Salineville,950,880,
Springville,455,0,
Holbrook,330,241,
Washington,467,410,
Wadsworth,1488,1260,
Waterville,1420,1144,
Ypsilanti,751,740,
