Gas Date: 2022-12-08  Cycle: INTRDY_2022-12-09_0900
Station Name,Cap,Nom,Cap2
Athens,455,0,
Blue Racer,200,20,
Belle River,606,459,
Colerain,950,837,
Clyde,1470,1300,
Hanoverton,1491,1325,
Highland,455,0,
Milford,606,459,
Majorsville,695,430,
Big Run,850,20,
Salineville,950,909,
Springville,455,0,
Holbrook,330,247,
Washington,606,459,
Wadsworth,1488,1320,
Waterville,1420,1203,
Ypsilanti,1151,785,
