Gas Date: 2022-12-27  Cycle: INTRDY_2022-12-28_0900
Station Name,Cap,Nom,Cap2
Albany,1093,639,
Alexander City,1096,640,
Dunnellon,1087,625,
Hildreth,1090,635,
Reunion,1082,418,
Transco 85,804,675,
