Gas Date: 2023-01-12  Cycle: INTRDY_2023-01-13_0900
Station Name,Cap,Nom,Cap2
Berne,1313,-2697,
Chambersburg,2153,1476,
Egypt,2020,-1411,-1775,
Fagus,312,68,
Lambertville,2682,1299,
Lebanon,533,-666,-727,
Longview,290,0,
Owingsville,695,-1813,-1901,
Perulack,3471,2529,
Vidor,500,465,-705,
