Gas Date: 2023-02-09  Cycle: INTRDY_2023-02-10_0900
Station Name,Cap,Nom,Cap2
Albany,1139,602,
Alexander City,1142,602,
Dunnellon,1133,598,
Hildreth,1135,598,
Reunion,1129,347,
Transco 85,804,613,
