Gas Date: 2023-02-06  Cycle: INTRDY_2023-02-07_0900
Station Name,Cap,Nom,Cap2
Burrillville,1108,931,
Chaplin,1114,1077,
Cromwell,1400,1240,
C System,178,87,
E System,125,86,
G System,484,323,
Hanover,1119,71,-780,
AGT I-8,150,-82,-440,
J System 2,324,149,
J System,360,221,
Mahwah Mainline,1179,953,-958,
Millenium Mainline,1890,1827,
Oxford,1604,1403,
Southeast,1938,1754,
Stony Point,1961,1808,
Weymouth,80,-60,-720,
