Gas Date: 2022-12-07  Cycle: INTRDY_2022-12-08_0900
Station Name,Cap,Nom,Cap2
Collins Mainline,932,966,
Delhi,986,861,
Gwinville East,1063,968,
Gwinville,1063,969,
Lucedale,1001,940,
Petal Mainline,1069,949,
